org_a,locus_a,org_b,locus_b,identity
mgenitalium,MG_198,mtuberculosis,Rv1643,0.385
mgenitalium,MG_259,mpne,MPN362,0.541
mgenitalium,MG_382,saureus,udk,0.391
mgenitalium,MG_382,styphimurium,udk,0.338
saureus,opuCC,styphimurium,STM1493,0.303
abaylyi,ACIAD1948,saureus,cspB,0.655
ccrescentus,CCNA_02997,saureus,cspB,0.568
mtuberculosis,Rv0054,styphimurium,ssb,0.344
mtuberculosis,Rv0054,saureus,SA1792,0.428
ccrescentus,CCNA_01535,mtuberculosis,Rv0054,0.317
saureus,metS,syn3a,JCVISYN3A_0012,0.436
mgenitalium,MG_021,syn3a,JCVISYN3A_0012,0.412
mpne,MPN023,syn3a,JCVISYN3A_0012,0.406
mtuberculosis,Rv1007c,syn3a,JCVISYN3A_0012,0.329
mgenitalium,MG_451,mpne,MPN665,0.967
mgenitalium,MG_451,saureus,tufA,0.703
mgenitalium,MG_451,styphimurium,tufA,0.699
mgenitalium,MG_451,syn3a,JCVISYN3A_0151,0.684
ccrescentus,CCNA_01298,mgenitalium,MG_451,0.686
abaylyi,ACIAD0299,mgenitalium,MG_451,0.68
mgenitalium,MG_451,mtuberculosis,Rv0685,0.652
ccrescentus,CCNA_03747,mtuberculosis,Rv3265c,0.339
ccrescentus,CCNA_01553,saureus,capM,0.461
abaylyi,ACIAD0093,saureus,capM,0.413
mpne,MPN391,saureus,bmfBB,0.315
saureus,rpmA,syn3a,JCVISYN3A_0499,0.744
mpne,MPN327,saureus,rpmA,0.648
mgenitalium,MG_234,saureus,rpmA,0.639
mtuberculosis,Rv2441c,saureus,rpmA,0.637
saureus,rpmA,styphimurium,rpmA,0.602
abaylyi,ACIAD2938,saureus,rpmA,0.583
ccrescentus,CCNA_00320,saureus,rpmA,0.529
saureus,rpsD,syn3a,JCVISYN3A_0238,0.529
saureus,rpsD,styphimurium,rpsD,0.471
mpne,MPN446,saureus,rpsD,0.445
abaylyi,ACIAD3195,saureus,rpsD,0.475
mtuberculosis,Rv3458c,saureus,rpsD,0.465
ccrescentus,CCNA_00146,styphimurium,yibF,0.375
ccrescentus,CCNA_00340,saureus,sucC,0.577
ccrescentus,CCNA_00340,styphimurium,sucC,0.556
ccrescentus,CCNA_00340,mtuberculosis,Rv0951,0.38
saureus,upp,syn3a,JCVISYN3A_0798,0.552
ccrescentus,CCNA_02351,syn3a,JCVISYN3A_0798,0.531
abaylyi,ACIAD0744,syn3a,JCVISYN3A_0798,0.502
styphimurium,upp,syn3a,JCVISYN3A_0798,0.49
mgenitalium,MG_030,syn3a,JCVISYN3A_0798,0.433
mpne,MPN033,syn3a,JCVISYN3A_0798,0.438
mtuberculosis,Rv3309c,syn3a,JCVISYN3A_0798,0.43
mgenitalium,MG_414,mpne,MPN_612,0.461
mpne,MPN180,syn3a,JCVISYN3A_0656,0.458
mtuberculosis,Rv0719,syn3a,JCVISYN3A_0656,0.429
styphimurium,rplF,syn3a,JCVISYN3A_0656,0.443
mgenitalium,MG_166,syn3a,JCVISYN3A_0656,0.461
saureus,rplF,syn3a,JCVISYN3A_0656,0.431
ccrescentus,CCNA_01321,syn3a,JCVISYN3A_0656,0.437
saureus,SA1674,syn3a,JCVISYN3A_0707,0.373
mgenitalium,MG_290,syn3a,JCVISYN3A_0707,0.338
abaylyi,ACIAD1058,syn3a,JCVISYN3A_0707,0.344
ccrescentus,CCNA_01398,styphimurium,ppiA,0.379
mtuberculosis,Rv1349,saureus,SA0599,0.314
mtuberculosis,Rv1652,saureus,argC,0.328
mtuberculosis,Rv1652,styphimurium,argC,0.356
mtuberculosis,Rv2249c,saureus,glpD,0.33
mtuberculosis,Rv1451,styphimurium,cyoE,0.34
abaylyi,ACIAD1921,styphimurium,ppiB,0.614
saureus,SA0815,styphimurium,ppiB,0.32
ccrescentus,CCNA_01655,styphimurium,ppiB,0.398
abaylyi,ACIAD3553,styphimurium,ybdL,0.513
ccrescentus,CCNA_00775,styphimurium,ybdL,0.407
mtuberculosis,Rv0858c,styphimurium,ybdL,0.381
abaylyi,ACIAD2872,styphimurium,sucD,0.731
ccrescentus,CCNA_00341,styphimurium,sucD,0.665
saureus,sucD,styphimurium,sucD,0.654
mtuberculosis,Rv0952,styphimurium,sucD,0.547
saureus,rpsK,syn3a,JCVISYN3A_0646,0.687
mtuberculosis,Rv3459c,saureus,rpsK,0.671
saureus,rpsK,styphimurium,rpsK,0.627
mgenitalium,MG_176,saureus,rpsK,0.447
mtuberculosis,Rv2220,styphimurium,glnA,0.514
ccrescentus,CCNA_02047,mtuberculosis,Rv2220,0.506
abaylyi,ACIAD2458,mtuberculosis,Rv2220,0.494
abaylyi,ACIAD3629,styphimurium,STM0859,0.325
mgenitalium,MG_169,mpne,MPN183,0.731
mpne,MPN183,syn3a,JCVISYN3A_0653,0.429
mpne,MPN183,saureus,rplO,0.404
abaylyi,ACIAD3200,mpne,MPN183,0.43
mpne,MPN183,styphimurium,rplO,0.429
ccrescentus,CCNA_01325,mpne,MPN183,0.375
mgenitalium,MG_077,mpne,MPN215,0.77
mpne,MPN215,mtuberculosis,Rv3665c,0.307
ccrescentus,CCNA_00904,styphimurium,rbsC,0.426
ccrescentus,CCNA_02336,styphimurium,pldB,0.31
abaylyi,ACIAD0035,saureus,SA0168,0.32
abaylyi,ACIAD0211,styphimurium,def,0.575
abaylyi,ACIAD0211,ccrescentus,CCNA_00273,0.564
abaylyi,ACIAD0211,mgenitalium,MG_106,0.331
abaylyi,ACIAD0211,mpne,MPN245,0.35
abaylyi,ACIAD0283,ccrescentus,CCNA_02294,0.524
abaylyi,ACIAD0283,styphimurium,argH,0.481
abaylyi,ACIAD0283,mtuberculosis,Rv1659,0.433
ccrescentus,CCNA_02356,mtuberculosis,Rv0838,0.372
ccrescentus,CCNA_00057,styphimurium,yeaZ,0.333
ccrescentus,CCNA_00057,mtuberculosis,Rv3421c,0.318
abaylyi,ACIAD0677,ccrescentus,CCNA_00057,0.321
ccrescentus,CCNA_00057,saureus,SA1856,0.365
abaylyi,ACIAD3652,ccrescentus,CCNA_00153,0.408
ccrescentus,CCNA_00153,styphimurium,grpE,0.378
ccrescentus,CCNA_00153,saureus,grpE,0.355
mtuberculosis,Rv3441c,saureus,glmM(femD),0.476
ccrescentus,CCNA_00116,saureus,glmM(femD),0.473
saureus,glmM(femD),styphimurium,mrsA,0.449
abaylyi,ACIAD3502,saureus,glmM(femD),0.416
mgenitalium,MG_081,mpne,MPN219,0.883
mpne,MPN219,syn3a,JCVISYN3A_0810,0.595
mpne,MPN219,mtuberculosis,Rv0640,0.463
mpne,MPN219,saureus,rplK,0.45
ccrescentus,CCNA_00678,mpne,MPN219,0.447
abaylyi,ACIAD0302,mpne,MPN219,0.475
mpne,MPN219,styphimurium,rplK,0.439
mgenitalium,MG_293,mpne,MPN420,0.668
mpne,MPN420,saureus,SA1542,0.304
mpne,MPN350,syn3a,JCVISYN3A_0117,0.307
mgenitalium,MG_247,syn3a,JCVISYN3A_0117,0.311
saureus,SA1187,syn3a,JCVISYN3A_0117,0.392
styphimurium,ygiH,syn3a,JCVISYN3A_0117,0.333
ccrescentus,CCNA_03465,saureus,SA1367,0.386
ccrescentus,CCNA_03465,styphimurium,gcvT,0.364
ccrescentus,CCNA_03465,mtuberculosis,Rv2211c,0.364
saureus,SA2278,styphimurium,STM1301,0.371
mtuberculosis,Rv1160,saureus,SA2278,0.37
ccrescentus,CCNA_00876,saureus,SA2278,0.312
abaylyi,ACIAD2596,styphimurium,cysA,0.611
abaylyi,ACIAD2596,ccrescentus,CCNA_01670,0.491
abaylyi,ACIAD2596,mtuberculosis,Rv2397c,0.45
abaylyi,ACIAD2596,saureus,opuCA,0.402
abaylyi,ACIAD3195,styphimurium,rpsD,0.695
abaylyi,ACIAD3195,mtuberculosis,Rv3458c,0.473
abaylyi,ACIAD3195,syn3a,JCVISYN3A_0238,0.444
abaylyi,ACIAD3195,mpne,MPN446,0.389
abaylyi,ACIAD0017,ccrescentus,CCNA_01182,0.481
ccrescentus,CCNA_01277,mtuberculosis,Rv1771,0.353
ccrescentus,CCNA_01508,styphimurium,fliY,0.546
ccrescentus,CCNA_01508,saureus,SA2202,0.321
saureus,SA0236,styphimurium,STM3784,0.362
abaylyi,ACIAD1368,styphimurium,glnG,0.638
mtuberculosis,Rv1092c,styphimurium,coaA,0.53
abaylyi,ACIAD1486,styphimurium,yhbG,0.654
abaylyi,ACIAD1486,ccrescentus,CCNA_03714,0.54
abaylyi,ACIAD1486,saureus,SA2132,0.319
abaylyi,ACIAD1598,styphimurium,STM3122,0.366
abaylyi,ACIAD1598,mtuberculosis,Rv3299c,0.307
mgenitalium,MG_304,mpne,MPN433,0.688
mgenitalium,MG_430,mpne,MPN628,0.714
mgenitalium,MG_430,syn3a,JCVISYN3A_0729,0.449
mgenitalium,MG_430,styphimurium,pmgI,0.411
abaylyi,ACIAD0256,mgenitalium,MG_430,0.409
abaylyi,ACIAD2898,styphimurium,yfiO,0.356
abaylyi,ACIAD1358,styphimurium,rpiA,0.609
saureus,SA2127,styphimurium,rpiA,0.341
abaylyi,ACIAD1369,styphimurium,glnL,0.396
ccrescentus,CCNA_01814,styphimurium,glnL,0.399
ccrescentus,CCNA_02348,styphimurium,yjaB,0.503
abaylyi,ACIAD0185,ccrescentus,CCNA_03562,0.576
abaylyi,ACIAD0185,saureus,atpA,0.551
abaylyi,ACIAD0185,syn3a,JCVISYN3A_0792,0.523
abaylyi,ACIAD0185,mgenitalium,MG_401,0.508
abaylyi,ACIAD0185,mpne,MPN600,0.497
ccrescentus,CCNA_02064,styphimurium,lpxC,0.445
abaylyi,ACIAD3510,ccrescentus,CCNA_02064,0.428
abaylyi,ACIAD1890,ccrescentus,CCNA_02194,0.588
ccrescentus,CCNA_02194,mtuberculosis,Rv1098c,0.511
ccrescentus,CCNA_02640,styphimurium,mraY,0.487
abaylyi,ACIAD3363,ccrescentus,CCNA_02640,0.434
ccrescentus,CCNA_02640,mtuberculosis,Rv2156c,0.387
ccrescentus,CCNA_02640,saureus,mraY,0.441
mpne,MPN123,syn3a,JCVISYN3A_0453,0.381
mgenitalium,MG_297,mpne,MPN425,0.71
mpne,MPN425,saureus,SA1078,0.416
ccrescentus,CCNA_03793,mpne,MPN425,0.374
mgenitalium,MG_381,mpne,MPN559,0.564
mgenitalium,MG_468,mpne,MPN684,0.687
abaylyi,ACIAD0256,styphimurium,pmgI,0.59
abaylyi,ACIAD0256,mpne,MPN628,0.411
abaylyi,ACIAD0256,syn3a,JCVISYN3A_0729,0.401
abaylyi,ACIAD0768,styphimurium,metG,0.583
abaylyi,ACIAD0768,ccrescentus,CCNA_01547,0.303
abaylyi,ACIAD1112,styphimurium,ygiD,0.375
mgenitalium,MG_205,mpne,MPN124,0.798
mpne,MPN124,syn3a,JCVISYN3A_0544,0.318
mgenitalium,MG_118,mpne,MPN257,0.545
ccrescentus,CCNA_02466,mpne,MPN257,0.366
mpne,MPN257,styphimurium,galE,0.35
mpne,MPN257,syn3a,JCVISYN3A_0813,0.334
abaylyi,ACIAD0102,mpne,MPN257,0.335
mgenitalium,MG_353,mpne,MPN529,0.917
mpne,MPN560,saureus,arcA,0.303
ccrescentus,CCNA_00548,styphimurium,STM2765,0.471
abaylyi,ACIAD2291,ccrescentus,CCNA_00801,0.478
ccrescentus,CCNA_00801,styphimurium,cydB,0.492
ccrescentus,CCNA_00801,mtuberculosis,Rv1622c,0.336
ccrescentus,CCNA_02453,mtuberculosis,Rv2234,0.392
ccrescentus,CCNA_02579,mtuberculosis,Rv2266,0.343
abaylyi,ACIAD2149,ccrescentus,CCNA_02863,0.304
ccrescentus,CCNA_02991,mtuberculosis,Rv1041c,0.393
ccrescentus,CCNA_03700,styphimurium,mscL,0.553
abaylyi,ACIAD0704,ccrescentus,CCNA_03700,0.524
ccrescentus,CCNA_03700,saureus,mscL,0.427
saureus,SA0517,syn3a,JCVISYN3A_0077,0.311
abaylyi,ACIAD1213,ccrescentus,CCNA_00292,0.468
ccrescentus,CCNA_00292,saureus,SA1220,0.402
ccrescentus,CCNA_00292,mtuberculosis,Rv0935,0.336
ccrescentus,CCNA_00454,styphimurium,STM3602,0.334
ccrescentus,CCNA_00454,mtuberculosis,Rv0792c,0.323
ccrescentus,CCNA_00518,mtuberculosis,Rv1015c,0.308
abaylyi,ACIAD1408,ccrescentus,CCNA_02036,0.528
ccrescentus,CCNA_02036,styphimurium,hupB,0.488
ccrescentus,CCNA_03869,mtuberculosis,Rv3918c,0.513
abaylyi,ACIAD3010,styphimurium,pdxA,0.566
abaylyi,ACIAD3212,styphimurium,rplP,0.744
ccrescentus,CCNA_01313,styphimurium,rplP,0.619
saureus,rplP,styphimurium,rplP,0.553
mtuberculosis,Rv0708,styphimurium,rplP,0.485
mpne,MPN172,styphimurium,rplP,0.472
mgenitalium,MG_158,styphimurium,rplP,0.456
mgenitalium,MG_217,mpne,MPN309,0.433
mgenitalium,MG_249,mpne,MPN352,0.889
mgenitalium,MG_249,styphimurium,rpoS,0.362
mgenitalium,MG_438,mpne,MPN638,0.709
ccrescentus,CCNA_03799,mtuberculosis,Rv3085,0.387
abaylyi,ACIAD1731,ccrescentus,CCNA_03799,0.364
mtuberculosis,Rv2397c,saureus,msmX,0.479
ccrescentus,CCNA_03235,saureus,msmX,0.51
abaylyi,ACIAD0654,styphimurium,yfiN,0.322
abaylyi,ACIAD2019,styphimurium,yfeJ,0.323
abaylyi,ACIAD2350,styphimurium,yfhC,0.482
abaylyi,ACIAD2350,saureus,SA0516,0.44
abaylyi,ACIAD2350,ccrescentus,CCNA_00231,0.453
abaylyi,ACIAD2350,mtuberculosis,Rv3752c,0.398
abaylyi,ACIAD2420,styphimurium,yhbW,0.538
abaylyi,ACIAD2420,ccrescentus,CCNA_02034,0.493
abaylyi,ACIAD2420,saureus,SA1451,0.4
abaylyi,ACIAD2989,mtuberculosis,Rv0860,0.525
abaylyi,ACIAD2989,ccrescentus,CCNA_00074,0.474
abaylyi,ACIAD3206,styphimurium,rpsN,0.623
abaylyi,ACIAD3206,ccrescentus,CCNA_01319,0.504
abaylyi,ACIAD3206,mtuberculosis,Rv2056c,0.495
abaylyi,ACIAD3390,ccrescentus,CCNA_03840,0.486
abaylyi,ACIAD3502,styphimurium,mrsA,0.571
abaylyi,ACIAD3502,ccrescentus,CCNA_00116,0.497
abaylyi,ACIAD3502,mtuberculosis,Rv3441c,0.435
mtuberculosis,Rv2572c,styphimurium,aspS,0.468
abaylyi,ACIAD0609,mtuberculosis,Rv2572c,0.466
mtuberculosis,Rv2572c,saureus,aspS,0.451
ccrescentus,CCNA_01969,mtuberculosis,Rv2572c,0.425
mtuberculosis,Rv2572c,syn3a,JCVISYN3A_0287,0.393
mpne,MPN046,mtuberculosis,Rv2572c,0.372
mgenitalium,MG_036,mtuberculosis,Rv2572c,0.362
abaylyi,ACIAD3567,mtuberculosis,Rv3042c,0.397
mtuberculosis,Rv3042c,styphimurium,serB,0.427
ccrescentus,CCNA_02182,mtuberculosis,Rv3042c,0.398
ccrescentus,CCNA_01290,mtuberculosis,Rv3169,0.337
abaylyi,ACIAD0209,styphimurium,smf,0.397
ccrescentus,CCNA_02529,styphimurium,smf,0.407
saureus,SA1092,styphimurium,smf,0.372
styphimurium,mgtB,syn3a,JCVISYN3A_0787,0.418
mtuberculosis,Rv1997,styphimurium,mgtB,0.31
ccrescentus,CCNA_01129,styphimurium,fliQ,0.404
ccrescentus,CCNA_01162,styphimurium,bglX,0.419
ccrescentus,CCNA_01747,saureus,fabG,0.487
abaylyi,ACIAD0871,ccrescentus,CCNA_01747,0.468
ccrescentus,CCNA_01747,mtuberculosis,Rv0242c,0.421
ccrescentus,CCNA_03875,mtuberculosis,Rv1454c,0.509
mtuberculosis,Rv1454c,styphimurium,qor,0.474
mtuberculosis,Rv1454c,saureus,SA1988,0.352
abaylyi,ACIAD0960,styphimurium,STM4519,0.482
abaylyi,ACIAD0302,styphimurium,rplK,0.709
abaylyi,ACIAD0302,saureus,rplK,0.666
abaylyi,ACIAD0302,ccrescentus,CCNA_00678,0.621
abaylyi,ACIAD0302,mtuberculosis,Rv0640,0.625
abaylyi,ACIAD0302,syn3a,JCVISYN3A_0810,0.421
abaylyi,ACIAD0302,mgenitalium,MG_081,0.425
abaylyi,ACIAD0455,styphimurium,ygdP,0.62
abaylyi,ACIAD0455,ccrescentus,CCNA_03553,0.371
saureus,cbf1,syn3a,JCVISYN3A_0437,0.359
mtuberculosis,Rv3419c,styphimurium,gcp,0.489
mtuberculosis,Rv3419c,saureus,SA1854,0.451
ccrescentus,CCNA_00069,mtuberculosis,Rv3419c,0.451
abaylyi,ACIAD1332,mtuberculosis,Rv3419c,0.442
mtuberculosis,Rv3419c,syn3a,JCVISYN3A_0079,0.384
mgenitalium,MG_046,mtuberculosis,Rv3419c,0.338
mpne,MPN059,mtuberculosis,Rv3419c,0.336
mtuberculosis,Rv0191,styphimurium,ydeA,0.313
ccrescentus,CCNA_03578,styphimurium,recQ,0.408
ccrescentus,CCNA_03578,saureus,SA1313,0.358
ccrescentus,CCNA_00971,mtuberculosis,Rv3677c,0.354
saureus,lrgB,styphimurium,yohK,0.366
abaylyi,ACIAD3007,styphimurium,yohK,0.322
saureus,SA1335,styphimurium,elaC,0.432
ccrescentus,CCNA_02465,styphimurium,udg,0.322
ccrescentus,CCNA_02591,styphimurium,ydhD,0.445
abaylyi,ACIAD1232,ccrescentus,CCNA_02591,0.489
ccrescentus,CCNA_02686,styphimurium,allC,0.36
ccrescentus,CCNA_03808,styphimurium,yrbD,0.317
mtuberculosis,Rv1018c,saureus,gcaD,0.405
abaylyi,ACIAD3575,mtuberculosis,Rv1018c,0.386
ccrescentus,CCNA_02389,mtuberculosis,Rv1018c,0.403
mtuberculosis,Rv1018c,styphimurium,glmU,0.392
abaylyi,ACIAD3238,mtuberculosis,Rv1205,0.41
mtuberculosis,Rv1205,saureus,SA0635,0.363
ccrescentus,CCNA_01372,mtuberculosis,Rv1205,0.389
abaylyi,ACIAD2758,styphimurium,prpB,0.792
abaylyi,ACIAD0245,styphimurium,amtB,0.511
ccrescentus,CCNA_01399,styphimurium,amtB,0.434
saureus,nrgA,styphimurium,amtB,0.398
abaylyi,ACIAD3544,styphimurium,parE,0.65
abaylyi,ACIAD3544,syn3a,JCVISYN3A_0006,0.402
mgenitalium,MG_160,mpne,MPN174,0.8
mpne,MPN174,mtuberculosis,Rv0710,0.518
mpne,MPN174,saureus,rpsQ,0.575
abaylyi,ACIAD3210,mpne,MPN174,0.447
ccrescentus,CCNA_01359,styphimurium,STM4420,0.529
ccrescentus,CCNA_01558,styphimurium,kduI,0.424
ccrescentus,CCNA_02307,saureus,tyrA,0.32
ccrescentus,CCNA_02307,mtuberculosis,Rv3754,0.314
ccrescentus,CCNA_02528,styphimurium,ygiH,0.418
ccrescentus,CCNA_02528,saureus,SA1187,0.367
ccrescentus,CCNA_02528,mgenitalium,MG_247,0.312
ccrescentus,CCNA_02528,mpne,MPN350,0.316
mtuberculosis,Rv1614,saureus,lgt,0.306
mtuberculosis,Rv2454c,saureus,SA1132,0.462
abaylyi,ACIAD0411,ccrescentus,CCNA_00174,0.36
mgenitalium,MG_366,mpne,MPN544,0.643
mpne,MPN669,styphimurium,tyrS,0.372
mpne,MPN669,mtuberculosis,Rv1689,0.363
mpne,MPN669,syn3a,JCVISYN3A_0613,0.323
mpne,MPN446,syn3a,JCVISYN3A_0238,0.517
styphimurium,rpsD,syn3a,JCVISYN3A_0238,0.451
mtuberculosis,Rv3458c,syn3a,JCVISYN3A_0238,0.416
saureus,trmD,syn3a,JCVISYN3A_0364,0.479
mgenitalium,MG_445,syn3a,JCVISYN3A_0364,0.467
mpne,MPN659,syn3a,JCVISYN3A_0364,0.429
abaylyi,ACIAD3311,syn3a,JCVISYN3A_0364,0.436
styphimurium,trmD,syn3a,JCVISYN3A_0364,0.397
mtuberculosis,Rv2906c,syn3a,JCVISYN3A_0364,0.337
saureus,gap,syn3a,JCVISYN3A_0607,0.568
mpne,MPN430,syn3a,JCVISYN3A_0607,0.566
mtuberculosis,Rv1436,syn3a,JCVISYN3A_0607,0.522
styphimurium,gapA,syn3a,JCVISYN3A_0607,0.474
ccrescentus,CCNA_03358,syn3a,JCVISYN3A_0607,0.446
abaylyi,ACIAD1255,syn3a,JCVISYN3A_0607,0.408
saureus,SA1891,syn3a,JCVISYN3A_0147,0.322
saureus,SA1891,styphimurium,cls,0.304
mtuberculosis,Rv2333c,styphimurium,yegB,0.335
abaylyi,ACIAD0903,styphimurium,argB,0.318
ccrescentus,CCNA_00285,styphimurium,argB,0.344
abaylyi,ACIAD0065,styphimurium,fklB,0.427
ccrescentus,CCNA_02889,styphimurium,fklB,0.5
abaylyi,ACIAD2690,styphimurium,STM0274,0.507
abaylyi,ACIAD3001,styphimurium,ymdC,0.393
abaylyi,ACIAD3217,styphimurium,rplW,0.537
abaylyi,ACIAD3217,ccrescentus,CCNA_01308,0.544
abaylyi,ACIAD3217,mtuberculosis,Rv0703,0.419
abaylyi,ACIAD3292,styphimurium,mdfA,0.415
ccrescentus,CCNA_03261,styphimurium,ygcF,0.3
saureus,SA0665,styphimurium,ygcF,0.309
abaylyi,ACIAD2991,styphimurium,yjjU,0.351
abaylyi,ACIAD0172,styphimurium,STM2446,0.377
abaylyi,ACIAD0242,styphimurium,yifB,0.489
abaylyi,ACIAD0242,ccrescentus,CCNA_00139,0.449
abaylyi,ACIAD0242,mtuberculosis,Rv2897c,0.392
abaylyi,ACIAD0426,ccrescentus,CCNA_03421,0.332
abaylyi,ACIAD0426,mtuberculosis,Rv3197,0.315
ccrescentus,CCNA_01275,saureus,folD,0.47
saureus,folD,syn3a,JCVISYN3A_0684,0.438
saureus,folD,styphimurium,folD,0.464
abaylyi,ACIAD2847,saureus,folD,0.457
mpne,MPN017,saureus,folD,0.304
ccrescentus,CCNA_01999,saureus,SA1100,0.462
saureus,SA1100,styphimurium,tsf,0.44
abaylyi,ACIAD2268,saureus,SA1100,0.449
mpne,MPN631,saureus,SA1100,0.404
mgenitalium,MG_433,saureus,SA1100,0.378
saureus,SA1255,styphimurium,crr,0.427
saureus,SA1255,syn3a,JCVISYN3A_0234,0.412
ccrescentus,CCNA_00078,mtuberculosis,Rv0244c,0.347
abaylyi,ACIAD0624,mtuberculosis,Rv0244c,0.34
abaylyi,ACIAD2588,saureus,tmk,0.371
ccrescentus,CCNA_01900,saureus,tmk,0.386
mgenitalium,MG_006,saureus,tmk,0.363
mpne,MPN006,saureus,tmk,0.372
saureus,SA0567,styphimurium,STM0770,0.321
saureus,SA0756,styphimurium,aroD,0.355
abaylyi,ACIAD1713,saureus,SA0756,0.336
mgenitalium,MG_127,saureus,SA0856,0.333
ccrescentus,CCNA_01959,mtuberculosis,Rv2537c,0.477
abaylyi,ACIAD1738,ccrescentus,CCNA_01959,0.458
abaylyi,ACIAD0010,ccrescentus,CCNA_02088,0.462
ccrescentus,CCNA_02088,styphimurium,yadR,0.444
ccrescentus,CCNA_02088,mtuberculosis,Rv2204c,0.427
ccrescentus,CCNA_02088,saureus,SA0801,0.401
ccrescentus,CCNA_03012,styphimurium,ahpC,0.732
abaylyi,ACIAD2103,ccrescentus,CCNA_03012,0.727
ccrescentus,CCNA_03012,saureus,ahpC,0.64
ccrescentus,CCNA_03012,mtuberculosis,Rv2428,0.363
ccrescentus,CCNA_03107,mpne,MPN065,0.355
ccrescentus,CCNA_03107,mgenitalium,MG_052,0.322
ccrescentus,CCNA_03107,mtuberculosis,Rv3315c,0.373
abaylyi,ACIAD3592,saureus,SA2200,0.543
abaylyi,ACIAD3592,styphimurium,yecC,0.524
abaylyi,ACIAD3592,ccrescentus,CCNA_01506,0.518
abaylyi,ACIAD3592,mtuberculosis,Rv0073,0.434
mgenitalium,MG_015,mpne,MPN019,0.764
mpne,MPN019,mtuberculosis,Rv1272c,0.35
mpne,MPN019,saureus,SA1683,0.32
mpne,MPN019,styphimurium,msbA,0.319
mgenitalium,MG_108,mpne,MPN247,0.542
mgenitalium,MG_267,mpne,MPN385,0.628
ccrescentus,CCNA_02576,saureus,purC,0.431
abaylyi,ACIAD3587,saureus,purC,0.43
saureus,purC,styphimurium,purC,0.418
ccrescentus,CCNA_02151,saureus,SA1353,0.436
abaylyi,ACIAD3010,ccrescentus,CCNA_01758,0.412
abaylyi,ACIAD3120,styphimurium,yibN,0.345
abaylyi,ACIAD3120,saureus,SA1364,0.3
mgenitalium,MG_197,mpne,MPN116,0.864
ccrescentus,CCNA_02413,mtuberculosis,Rv0972c,0.375
ccrescentus,CCNA_02539,mtuberculosis,Rv3565,0.463
ccrescentus,CCNA_02698,styphimurium,rihC,0.4
abaylyi,ACIAD2386,ccrescentus,CCNA_02698,0.37
ccrescentus,CCNA_02698,saureus,SA0234,0.365
ccrescentus,CCNA_02698,mtuberculosis,Rv3393,0.36
saureus,rocA,syn3a,JCVISYN3A_0451,0.316
saureus,rpmH,syn3a,JCVISYN3A_0910,0.659
mtuberculosis,Rv3924c,saureus,rpmH,0.604
ccrescentus,CCNA_00808,saureus,rpmH,0.613
abaylyi,ACIAD3684,saureus,rpmH,0.627
saureus,rpmH,styphimurium,rpmH,0.666
mpne,MPN682,saureus,rpmH,0.581
ccrescentus,CCNA_00412,styphimurium,yeaB,0.44
abaylyi,ACIAD0674,ccrescentus,CCNA_00412,0.383
ccrescentus,CCNA_00412,mtuberculosis,Rv3672c,0.362
ccrescentus,CCNA_00857,styphimurium,STM4418,0.336
ccrescentus,CCNA_01114,styphimurium,ynhA,0.429
ccrescentus,CCNA_03757,mtuberculosis,Rv0889c,0.404
ccrescentus,CCNA_03757,saureus,citZ,0.345
saureus,drm,styphimurium,deoB,0.432
mtuberculosis,Rv0001,styphimurium,dnaA,0.482
abaylyi,ACIAD0001,mtuberculosis,Rv0001,0.447
ccrescentus,CCNA_00008,mtuberculosis,Rv0001,0.369
mtuberculosis,Rv0001,syn3a,JCVISYN3A_0001,0.357
mtuberculosis,Rv3372,styphimurium,otsB,0.313
ccrescentus,CCNA_03037,mtuberculosis,Rv3659c,0.385
mtuberculosis,Rv3659c,styphimurium,yggR,0.327
mgenitalium,MG_393,mpne,MPN574,0.801
mtuberculosis,Rv2604c,saureus,SA0478,0.417
mtuberculosis,Rv1380,saureus,pyrB,0.387
ccrescentus,CCNA_02525,saureus,pyrB,0.401
mgenitalium,MG_214,saureus,SA1325,0.315
mpne,MPN301,saureus,SA1325,0.327
abaylyi,ACIAD0363,styphimurium,tpiA,0.383
abaylyi,ACIAD0363,saureus,tpi,0.39
abaylyi,ACIAD0363,ccrescentus,CCNA_01970,0.403
abaylyi,ACIAD0363,mpne,MPN629,0.392
abaylyi,ACIAD0363,mtuberculosis,Rv1438,0.389
abaylyi,ACIAD0363,syn3a,JCVISYN3A_0727,0.365
abaylyi,ACIAD0363,mgenitalium,MG_431,0.349
abaylyi,ACIAD0547,styphimurium,proA,0.456
abaylyi,ACIAD0688,ccrescentus,CCNA_01016,0.313
abaylyi,ACIAD3050,styphimurium,yqaA,0.392
ccrescentus,CCNA_01605,mtuberculosis,Rv3054c,0.448
ccrescentus,CCNA_01605,styphimurium,yieF,0.307
ccrescentus,CCNA_01672,mtuberculosis,Rv2409c,0.364
abaylyi,ACIAD2436,ccrescentus,CCNA_01672,0.321
ccrescentus,CCNA_01712,saureus,mecI,0.308
saureus,rnc,syn3a,JCVISYN3A_0418,0.367
mtuberculosis,Rv2925c,saureus,rnc,0.372
saureus,rnc,styphimurium,rnc,0.333
mpne,MPN545,saureus,rnc,0.327
mgenitalium,MG_367,saureus,rnc,0.329
abaylyi,ACIAD3125,saureus,SA1054,0.41
abaylyi,ACIAD3125,ccrescentus,CCNA_03827,0.446
