organism,locus_tag,og_id,cooccur_max_jaccard,cooccur_n_neighbors_50,cooccur_n_neighbors_80,cooccur_essential_neighbor_frac
beril_Putida,PP_4309,OG00326,0.8125,1543,5,0.3027
beril_Keio,14648,OG00326,0.8125,1543,5,0.3027
beril_Koxy,BWI76_RS01030,OG00326,0.8125,1543,5,0.3027
beril_pseudo13_GW456_L13,PfGW456L13_185,OG00326,0.8125,1543,5,0.3027
beril_SyringaeB728a_mexBdelta,Psyr_0545,OG00326,0.8125,1543,5,0.3027
beril_SB2B,6939017,OG00327,0.8571,11,2,0.0
beril_SyringaeB728a,Psyr_3942,OG00327,0.8571,11,2,0.0
beril_SyringaeB728a_mexBdelta,Psyr_3942,OG00327,0.8571,11,2,0.0
beril_HerbieS,HSERO_RS13550,OG00327,0.8571,11,2,0.0
beril_Marino,GFF3826,OG00327,0.8571,11,2,0.0
beril_acidovorax_3H11,Ac3H11_4640,OG00327,0.8571,11,2,0.0
beril_WCS417,GFF1044,OG00327,0.8571,11,2,0.0
beril_pseudo5_N2C3_1,AO356_03065,OG00328,1.0,1616,39,0.2859
beril_Marino,GFF3508,OG00328,1.0,1616,39,0.2859
beril_RalstoniaPSI07,RPSI07_RS11025,OG00328,1.0,1616,39,0.2859
beril_azobra,AZOBR_RS15445,OG00328,1.0,1616,39,0.2859
beril_Magneto,AMB_RS12655,OG00328,1.0,1616,39,0.2859
beril_RalstoniaBSBF1503,RALBFv3_RS06215,OG00328,1.0,1616,39,0.2859
beril_WCS417,GFF1687,OG00328,1.0,1616,39,0.2859
beril_pseudo13_GW456_L13,PfGW456L13_2257,OG00328,1.0,1616,39,0.2859
beril_Smeli,SMc02059,OG00328,1.0,1616,39,0.2859
beril_pseudo6_N2E2,Pf6N2E2_2441,OG00328,1.0,1616,39,0.2859
beril_pseudo3_N2E3,AO353_19175,OG00328,1.0,1616,39,0.2859
beril_Phaeo,GFF1058,OG00328,1.0,1616,39,0.2859
beril_Korea,Ga0059261_1365,OG00328,1.0,1616,39,0.2859
beril_Burk376,H281DRAFT_06250,OG00328,1.0,1616,39,0.2859
beril_Caulo,CCNA_02072,OG00328,1.0,1616,39,0.2859
beril_SyringaeB728a_mexBdelta,Psyr_3611,OG00328,1.0,1616,39,0.2859
beril_Dino,3607938,OG00328,1.0,1616,39,0.2859
beril_psRCH2,GFF1737,OG00328,1.0,1616,39,0.2859
beril_pseudo1_N1B4,Pf1N1B4_256,OG00328,1.0,1616,39,0.2859
beril_RalstoniaUW163,UW163_RS07410,OG00328,1.0,1616,39,0.2859
beril_HerbieS,HSERO_RS01735,OG00328,1.0,1616,39,0.2859
beril_RalstoniaGMI1000,RS_RS14165,OG00328,1.0,1616,39,0.2859
beril_acidovorax_3H11,Ac3H11_4759,OG00328,1.0,1616,39,0.2859
beril_BFirm,BPHYT_RS17180,OG00328,1.0,1616,39,0.2859
beril_SyringaeB728a,Psyr_3611,OG00328,1.0,1616,39,0.2859
beril_Cup4G11,RR42_RS18015,OG00328,1.0,1616,39,0.2859
beril_PS,Dsui_1060,OG00328,1.0,1616,39,0.2859
beril_Putida,PP_1876,OG00328,1.0,1616,39,0.2859
beril_PV4,5210268,OG00329,0.9143,1808,204,0.2832
beril_Burk376,H281DRAFT_00689,OG00329,0.9143,1808,204,0.2832
beril_Putida,PP_0583,OG00329,0.9143,1808,204,0.2832
beril_Dyella79,N515DRAFT_3157,OG00329,0.9143,1808,204,0.2832
beril_WCS417,GFF3164,OG00329,0.9143,1808,204,0.2832
beril_Putida,PP_4852,OG00329,0.9143,1808,204,0.2832
beril_MR1,200273,OG00329,0.9143,1808,204,0.2832
beril_BFirm,BPHYT_RS12320,OG00329,0.9143,1808,204,0.2832
beril_azobra,AZOBR_RS28585,OG00329,0.9143,1808,204,0.2832
beril_pseudo1_N1B4,Pf1N1B4_1268,OG00329,0.9143,1808,204,0.2832
beril_HerbieS,HSERO_RS08365,OG00329,0.9143,1808,204,0.2832
beril_SB2B,6939214,OG00329,0.9143,1808,204,0.2832
beril_PV4,5211134,OG00329,0.9143,1808,204,0.2832
beril_Koxy,BWI76_RS22110,OG00329,0.9143,1808,204,0.2832
beril_Keio,15908,OG00329,0.9143,1808,204,0.2832
beril_WCS417,GFF3034,OG00329,0.9143,1808,204,0.2832
beril_pseudo6_N2E2,Pf6N2E2_475,OG00329,0.9143,1808,204,0.2832
beril_MR1,202591,OG00329,0.9143,1808,204,0.2832
beril_pseudo3_N2E3,AO353_13890,OG00329,0.9143,1808,204,0.2832
beril_Koxy,BWI76_RS21700,OG00329,0.9143,1808,204,0.2832
beril_acidovorax_3H11,Ac3H11_4934,OG00329,0.9143,1808,204,0.2832
beril_Cup4G11,RR42_RS35075,OG00329,0.9143,1808,204,0.2832
beril_DdiaME23,DZA65_RS08670,OG00329,0.9143,1808,204,0.2832
beril_azobra,AZOBR_RS17100,OG00329,0.9143,1808,204,0.2832
beril_Cup4G11,RR42_RS29270,OG00329,0.9143,1808,204,0.2832
beril_WCS417,GFF2894,OG00329,0.9143,1808,204,0.2832
beril_Korea,Ga0059261_2613,OG00329,0.9143,1808,204,0.2832
beril_pseudo3_N2E3,AO353_05000,OG00329,0.9143,1808,204,0.2832
beril_Dyella79,N515DRAFT_0599,OG00329,0.9143,1808,204,0.2832
beril_HerbieS,HSERO_RS04895,OG00329,0.9143,1808,204,0.2832
beril_ANA3,7023662,OG00329,0.9143,1808,204,0.2832
beril_pseudo13_GW456_L13,PfGW456L13_100,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaUW163,UW163_RS16725,OG00329,0.9143,1808,204,0.2832
beril_PS,Dsui_2181,OG00329,0.9143,1808,204,0.2832
beril_Burk376,H281DRAFT_06000,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaGMI1000,RS_RS24975,OG00329,0.9143,1808,204,0.2832
beril_pseudo6_N2E2,Pf6N2E2_3490,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaPSI07,RPSI07_RS09805,OG00329,0.9143,1808,204,0.2832
beril_SyringaeB728a,Psyr_0649,OG00329,0.9143,1808,204,0.2832
beril_BFirm,BPHYT_RS27470,OG00329,0.9143,1808,204,0.2832
beril_Putida,PP_2070,OG00329,0.9143,1808,204,0.2832
beril_WCS417,GFF2032,OG00329,0.9143,1808,204,0.2832
beril_pseudo3_N2E3,AO353_13450,OG00329,0.9143,1808,204,0.2832
beril_ANA3,7023695,OG00329,0.9143,1808,204,0.2832
beril_Ddia6719,HGI48_RS03820,OG00329,0.9143,1808,204,0.2832
beril_BFirm,BPHYT_RS01180,OG00329,0.9143,1808,204,0.2832
beril_HerbieS,HSERO_RS04705,OG00329,0.9143,1808,204,0.2832
beril_Dda3937,DDA3937_RS07215,OG00329,0.9143,1808,204,0.2832
beril_pseudo13_GW456_L13,PfGW456L13_3596,OG00329,0.9143,1808,204,0.2832
beril_Cup4G11,RR42_RS37420,OG00329,0.9143,1808,204,0.2832
beril_Koxy,BWI76_RS12940,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaBSBF1503,RALBFv3_RS23475,OG00329,0.9143,1808,204,0.2832
beril_pseudo5_N2C3_1,AO356_27415,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaUW163,UW163_RS06175,OG00329,0.9143,1808,204,0.2832
beril_Burk376,H281DRAFT_00574,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaPSI07,RPSI07_RS07665,OG00329,0.9143,1808,204,0.2832
beril_Dda3937,DDA3937_RS02900,OG00329,0.9143,1808,204,0.2832
beril_ANA3,7024745,OG00329,0.9143,1808,204,0.2832
beril_Ddia6719,HGI48_RS08075,OG00329,0.9143,1808,204,0.2832
beril_Putida,PP_2365,OG00329,0.9143,1808,204,0.2832
beril_pseudo1_N1B4,Pf1N1B4_1362,OG00329,0.9143,1808,204,0.2832
beril_Koxy,BWI76_RS11455,OG00329,0.9143,1808,204,0.2832
beril_pseudo6_N2E2,Pf6N2E2_5650,OG00329,0.9143,1808,204,0.2832
beril_Cup4G11,RR42_RS36675,OG00329,0.9143,1808,204,0.2832
beril_pseudo5_N2C3_1,AO356_29635,OG00329,0.9143,1808,204,0.2832
beril_Dda3937,DDA3937_RS08325,OG00329,0.9143,1808,204,0.2832
beril_pseudo1_N1B4,Pf1N1B4_3420,OG00329,0.9143,1808,204,0.2832
beril_azobra,AZOBR_RS31815,OG00329,0.9143,1808,204,0.2832
beril_Koxy,BWI76_RS17660,OG00329,0.9143,1808,204,0.2832
beril_BFirm,BPHYT_RS35255,OG00329,0.9143,1808,204,0.2832
beril_pseudo5_N2C3_1,AO356_08080,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaBSBF1503,RALBFv3_RS07445,OG00329,0.9143,1808,204,0.2832
beril_psRCH2,GFF4135,OG00329,0.9143,1808,204,0.2832
beril_Cup4G11,RR42_RS00395,OG00329,0.9143,1808,204,0.2832
beril_Miya,8500045,OG00329,0.9143,1808,204,0.2832
beril_SyringaeB728a_mexBdelta,Psyr_0649,OG00329,0.9143,1808,204,0.2832
beril_Korea,Ga0059261_2138,OG00329,0.9143,1808,204,0.2832
beril_RalstoniaGMI1000,RS_RS15385,OG00329,0.9143,1808,204,0.2832
beril_Koxy,BWI76_RS05880,OG00329,0.9143,1808,204,0.2832
beril_WCS417,GFF2246,OG00329,0.9143,1808,204,0.2832
beril_ANA3,7023861,OG00329,0.9143,1808,204,0.2832
beril_pseudo5_N2C3_1,AO356_22960,OG00329,0.9143,1808,204,0.2832
beril_Dyella79,N515DRAFT_0472,OG00329,0.9143,1808,204,0.2832
beril_pseudo5_N2C3_1,AO356_18610,OG00329,0.9143,1808,204,0.2832
beril_pseudo3_N2E3,AO353_00070,OG00329,0.9143,1808,204,0.2832
beril_WCS417,GFF2253,OG00329,0.9143,1808,204,0.2832
beril_pseudo13_GW456_L13,PfGW456L13_2459,OG00329,0.9143,1808,204,0.2832
beril_WCS417,GFF542,OG00329,0.9143,1808,204,0.2832
beril_pseudo3_N2E3,AO353_05765,OG00329,0.9143,1808,204,0.2832
beril_HerbieS,HSERO_RS21185,OG00329,0.9143,1808,204,0.2832
beril_Smeli,SMc00994,OG00329,0.9143,1808,204,0.2832
beril_pseudo5_N2C3_1,AO356_18005,OG00330,1.0,1666,847,0.3013
beril_Dino,3609247,OG00330,1.0,1666,847,0.3013
beril_DvH,208894,OG00330,1.0,1666,847,0.3013
beril_Btheta,350400,OG00330,1.0,1666,847,0.3013
beril_psRCH2,GFF1456,OG00330,1.0,1666,847,0.3013
beril_DdiaME23,DZA65_RS10500,OG00330,1.0,1666,847,0.3013
beril_pseudo3_N2E3,AO353_03600,OG00330,1.0,1666,847,0.3013
beril_Dda3937,DDA3937_RS10055,OG00330,1.0,1666,847,0.3013
beril_Phaeo,GFF2422,OG00330,1.0,1666,847,0.3013
beril_BFirm,BPHYT_RS03200,OG00330,1.0,1666,847,0.3013
beril_SB2B,6937701,OG00330,1.0,1666,847,0.3013
beril_Pedo557,CA265_RS19975,OG00330,1.0,1666,847,0.3013
beril_acidovorax_3H11,Ac3H11_4801,OG00330,1.0,1666,847,0.3013
beril_Ddia6719,HGI48_RS10085,OG00330,1.0,1666,847,0.3013
beril_PS,Dsui_1315,OG00330,1.0,1666,847,0.3013
beril_WCS417,GFF4388,OG00330,1.0,1666,847,0.3013
beril_RalstoniaPSI07,RPSI07_RS21730,OG00330,1.0,1666,847,0.3013
beril_Kang,B158DRAFT_1122,OG00330,1.0,1666,847,0.3013
beril_Cup4G11,RR42_RS02445,OG00330,1.0,1666,847,0.3013
beril_Keio,15984,OG00330,1.0,1666,847,0.3013
beril_pseudo1_N1B4,Pf1N1B4_641,OG00330,1.0,1666,847,0.3013
beril_Korea,Ga0059261_0221,OG00330,1.0,1666,847,0.3013
beril_SynE,Synpcc7942_1313,OG00330,1.0,1666,847,0.3013
beril_ANA3,7024775,OG00330,1.0,1666,847,0.3013
beril_Miya,8501305,OG00330,1.0,1666,847,0.3013
beril_Cola,Echvi_0841,OG00330,1.0,1666,847,0.3013
beril_Marino,GFF2090,OG00330,1.0,1666,847,0.3013
beril_Caulo,CCNA_01969,OG00330,1.0,1666,847,0.3013
beril_pseudo6_N2E2,Pf6N2E2_5533,OG00330,1.0,1666,847,0.3013
beril_MR1,201577,OG00330,1.0,1666,847,0.3013
beril_SyringaeB728a,Psyr_1406,OG00330,1.0,1666,847,0.3013
beril_azobra,AZOBR_RS16215,OG00330,1.0,1666,847,0.3013
beril_PV4,5209622,OG00330,1.0,1666,847,0.3013
beril_Koxy,BWI76_RS18170,OG00330,1.0,1666,847,0.3013
beril_SyringaeB728a_mexBdelta,Psyr_1406,OG00330,1.0,1666,847,0.3013
beril_Putida,PP_1213,OG00330,1.0,1666,847,0.3013
beril_RalstoniaGMI1000,RS_RS02310,OG00330,1.0,1666,847,0.3013
beril_RalstoniaBSBF1503,RALBFv3_RS11480,OG00330,1.0,1666,847,0.3013
beril_Magneto,AMB_RS14265,OG00330,1.0,1666,847,0.3013
beril_HerbieS,HSERO_RS00990,OG00330,1.0,1666,847,0.3013
beril_Ponti,CA264_14275,OG00330,1.0,1666,847,0.3013
beril_pseudo13_GW456_L13,PfGW456L13_1849,OG00330,1.0,1666,847,0.3013
beril_RalstoniaUW163,UW163_RS02105,OG00330,1.0,1666,847,0.3013
beril_Burk376,H281DRAFT_04620,OG00330,1.0,1666,847,0.3013
beril_Smeli,SMc01756,OG00330,1.0,1666,847,0.3013
beril_Dyella79,N515DRAFT_1870,OG00330,1.0,1666,847,0.3013
beril_BFirm,BPHYT_RS24510,OG00331,0.8529,1691,28,0.2898
beril_SyringaeB728a_mexBdelta,Psyr_0863,OG00331,0.8529,1691,28,0.2898
beril_PV4,5209461,OG00331,0.8529,1691,28,0.2898
beril_DdiaME23,DZA65_RS05690,OG00331,0.8529,1691,28,0.2898
beril_Keio,18136,OG00331,0.8529,1691,28,0.2898
beril_azobra,AZOBR_RS09590,OG00331,0.8529,1691,28,0.2898
beril_Ponti,CA264_00900,OG00331,0.8529,1691,28,0.2898
beril_pseudo13_GW456_L13,PfGW456L13_1467,OG00331,0.8529,1691,28,0.2898
beril_RalstoniaGMI1000,RS_RS23785,OG00331,0.8529,1691,28,0.2898
beril_Dda3937,DDA3937_RS05305,OG00331,0.8529,1691,28,0.2898
beril_Korea,Ga0059261_1949,OG00331,0.8529,1691,28,0.2898
beril_Ddia6719,HGI48_RS05390,OG00331,0.8529,1691,28,0.2898
beril_pseudo1_N1B4,Pf1N1B4_2795,OG00331,0.8529,1691,28,0.2898
beril_RalstoniaUW163,UW163_RS21605,OG00331,0.8529,1691,28,0.2898
beril_HerbieS,HSERO_RS13640,OG00331,0.8529,1691,28,0.2898
beril_pseudo5_N2C3_1,AO356_15790,OG00331,0.8529,1691,28,0.2898
beril_pseudo3_N2E3,AO353_14090,OG00331,0.8529,1691,28,0.2898
beril_RalstoniaPSI07,RPSI07_RS06075,OG00331,0.8529,1691,28,0.2898
beril_Burk376,H281DRAFT_05381,OG00331,0.8529,1691,28,0.2898
beril_pseudo6_N2E2,Pf6N2E2_5098,OG00331,0.8529,1691,28,0.2898
beril_WCS417,GFF4606,OG00331,0.8529,1691,28,0.2898
beril_acidovorax_3H11,Ac3H11_4421,OG00331,0.8529,1691,28,0.2898
beril_Marino,GFF864,OG00331,0.8529,1691,28,0.2898
beril_Putida,PP_0686,OG00331,0.8529,1691,28,0.2898
beril_PS,Dsui_0559,OG00331,0.8529,1691,28,0.2898
beril_Dyella79,N515DRAFT_1030,OG00331,0.8529,1691,28,0.2898
beril_Cup4G11,RR42_RS12350,OG00331,0.8529,1691,28,0.2898
beril_Cola,Echvi_3330,OG00331,0.8529,1691,28,0.2898
beril_Magneto,AMB_RS18885,OG00331,0.8529,1691,28,0.2898
beril_psRCH2,GFF756,OG00331,0.8529,1691,28,0.2898
beril_SyringaeB728a,Psyr_0863,OG00331,0.8529,1691,28,0.2898
beril_Koxy,BWI76_RS02240,OG00331,0.8529,1691,28,0.2898
beril_RalstoniaBSBF1503,RALBFv3_RS17545,OG00331,0.8529,1691,28,0.2898
beril_ANA3,7025376,OG00332,1.0,1741,811,0.2947
beril_RalstoniaGMI1000,RS_RS03700,OG00332,1.0,1741,811,0.2947
beril_acidovorax_3H11,Ac3H11_2485,OG00332,1.0,1741,811,0.2947
beril_WCS417,GFF4379,OG00332,1.0,1741,811,0.2947
beril_pseudo6_N2E2,Pf6N2E2_5542,OG00332,1.0,1741,811,0.2947
beril_Smeli,SMc04461,OG00332,1.0,1741,811,0.2947
beril_DdiaME23,DZA65_RS06910,OG00332,1.0,1741,811,0.2947
beril_psRCH2,GFF1465,OG00332,1.0,1741,811,0.2947
beril_Cup4G11,RR42_RS15460,OG00332,1.0,1741,811,0.2947
beril_BFirm,BPHYT_RS03695,OG00332,1.0,1741,811,0.2947
beril_Miya,8501642,OG00332,1.0,1741,811,0.2947
beril_RalstoniaUW163,UW163_RS00640,OG00332,1.0,1741,811,0.2947
beril_azobra,AZOBR_RS09075,OG00332,1.0,1741,811,0.2947
beril_Keio,14872,OG00332,1.0,1741,811,0.2947
beril_RalstoniaBSBF1503,RALBFv3_RS12925,OG00332,1.0,1741,811,0.2947
beril_RalstoniaPSI07,RPSI07_RS20300,OG00332,1.0,1741,811,0.2947
beril_HerbieS,HSERO_RS06110,OG00332,1.0,1741,811,0.2947
beril_Putida,PP_1222,OG00332,1.0,1741,811,0.2947
beril_Dda3937,DDA3937_RS06515,OG00332,1.0,1741,811,0.2947
beril_pseudo3_N2E3,AO353_03555,OG00332,1.0,1741,811,0.2947
beril_Marino,GFF2081,OG00332,1.0,1741,811,0.2947
beril_SyringaeB728a_mexBdelta,Psyr_1415,OG00332,1.0,1741,811,0.2947
beril_Dino,3607702,OG00332,1.0,1741,811,0.2947
beril_Dyella79,N515DRAFT_1859,OG00332,1.0,1741,811,0.2947
beril_Koxy,BWI76_RS08535,OG00332,1.0,1741,811,0.2947
beril_PS,Dsui_0479,OG00332,1.0,1741,811,0.2947
beril_pseudo13_GW456_L13,PfGW456L13_1858,OG00332,1.0,1741,811,0.2947
beril_pseudo1_N1B4,Pf1N1B4_632,OG00332,1.0,1741,811,0.2947
beril_Magneto,AMB_RS16220,OG00332,1.0,1741,811,0.2947
beril_Korea,Ga0059261_3157,OG00332,1.0,1741,811,0.2947
beril_Caulo,CCNA_03338,OG00332,1.0,1741,811,0.2947
beril_Burk376,H281DRAFT_04719,OG00332,1.0,1741,811,0.2947
beril_MR1,201886,OG00332,1.0,1741,811,0.2947
beril_DvH,208620,OG00332,1.0,1741,811,0.2947
beril_SB2B,6937953,OG00332,1.0,1741,811,0.2947
beril_Phaeo,GFF579,OG00332,1.0,1741,811,0.2947
beril_Ddia6719,HGI48_RS06560,OG00332,1.0,1741,811,0.2947
beril_Kang,B158DRAFT_1141,OG00332,1.0,1741,811,0.2947
beril_pseudo5_N2C3_1,AO356_18050,OG00332,1.0,1741,811,0.2947
beril_PV4,5209042,OG00332,1.0,1741,811,0.2947
beril_SyringaeB728a,Psyr_1415,OG00332,1.0,1741,811,0.2947
beril_RalstoniaBSBF1503,RALBFv3_RS19925,OG00333,0.8571,1614,4,0.2912
beril_psRCH2,GFF1937,OG00333,0.8571,1614,4,0.2912
beril_Cup4G11,RR42_RS32805,OG00333,0.8571,1614,4,0.2912
beril_pseudo3_N2E3,AO353_22705,OG00333,0.8571,1614,4,0.2912
beril_RalstoniaPSI07,RPSI07_RS03290,OG00333,0.8571,1614,4,0.2912
beril_BFirm,BPHYT_RS00960,OG00333,0.8571,1614,4,0.2912
beril_SyringaeB728a_mexBdelta,Psyr_2521,OG00333,0.8571,1614,4,0.2912
beril_Pedo557,CA265_RS20510,OG00333,0.8571,1614,4,0.2912
beril_Dyella79,N515DRAFT_0308,OG00333,0.8571,1614,4,0.2912
beril_PV4,5209645,OG00333,0.8571,1614,4,0.2912
beril_acidovorax_3H11,Ac3H11_4195,OG00333,0.8571,1614,4,0.2912
beril_pseudo13_GW456_L13,PfGW456L13_2820,OG00333,0.8571,1614,4,0.2912
beril_RalstoniaGMI1000,RS_RS20930,OG00333,0.8571,1614,4,0.2912
beril_HerbieS,HSERO_RS11290,OG00333,0.8571,1614,4,0.2912
beril_Putida,PP_3117,OG00333,0.8571,1614,4,0.2912
beril_pseudo1_N1B4,Pf1N1B4_5681,OG00333,0.8571,1614,4,0.2912
beril_SB2B,6937723,OG00333,0.8571,1614,4,0.2912
beril_SyringaeB728a,Psyr_2521,OG00333,0.8571,1614,4,0.2912
beril_WCS417,GFF3047,OG00333,0.8571,1614,4,0.2912
beril_RalstoniaUW163,UW163_RS19250,OG00333,0.8571,1614,4,0.2912
beril_Burk376,H281DRAFT_04987,OG00333,0.8571,1614,4,0.2912
beril_pseudo6_N2E2,Pf6N2E2_2087,OG00333,0.8571,1614,4,0.2912
beril_PS,Dsui_2267,OG00333,0.8571,1614,4,0.2912
beril_Marino,GFF1368,OG00333,0.8571,1614,4,0.2912
beril_pseudo5_N2C3_1,AO356_21810,OG00333,0.8571,1614,4,0.2912
beril_HerbieS,HSERO_RS02930,OG00334,0.5,3,0,0.3333
beril_DdiaME23,DZA65_RS14595,OG00334,0.5,3,0,0.3333
beril_Korea,Ga0059261_2883,OG00334,0.5,3,0,0.3333
beril_RalstoniaUW163,UW163_RS18955,OG00335,0.8,447,13,0.1723
beril_BFirm,BPHYT_RS35710,OG00335,0.8,447,13,0.1723
beril_Burk376,H281DRAFT_03755,OG00335,0.8,447,13,0.1723
beril_RalstoniaGMI1000,RS_RS20485,OG00335,0.8,447,13,0.1723
beril_Dino,3610435,OG00335,0.8,447,13,0.1723
beril_RalstoniaBSBF1503,RALBFv3_RS20220,OG00335,0.8,447,13,0.1723
beril_Cup4G11,RR42_RS22475,OG00335,0.8,447,13,0.1723
beril_HerbieS,HSERO_RS02700,OG00335,0.8,447,13,0.1723
beril_RalstoniaPSI07,RPSI07_RS02640,OG00335,0.8,447,13,0.1723
beril_Korea,Ga0059261_1685,OG00335,0.8,447,13,0.1723
beril_Cup4G11,RR42_RS31280,OG00335,0.8,447,13,0.1723
beril_ANA3,7023657,OG00336,0.8919,1763,98,0.2904
beril_RalstoniaBSBF1503,RALBFv3_RS05510,OG00336,0.8919,1763,98,0.2904
beril_SyringaeB728a_mexBdelta,Psyr_0637,OG00336,0.8919,1763,98,0.2904
beril_RalstoniaPSI07,RPSI07_RS11790,OG00336,0.8919,1763,98,0.2904
beril_RalstoniaUW163,UW163_RS08115,OG00336,0.8919,1763,98,0.2904
beril_PV4,5208318,OG00336,0.8919,1763,98,0.2904
beril_psRCH2,GFF500,OG00336,0.8919,1763,98,0.2904
beril_Marino,GFF2999,OG00336,0.8919,1763,98,0.2904
beril_Dda3937,DDA3937_RS07225,OG00336,0.8919,1763,98,0.2904
beril_Dino,3606725,OG00336,0.8919,1763,98,0.2904
beril_DdiaME23,DZA65_RS08945,OG00336,0.8919,1763,98,0.2904
beril_pseudo5_N2C3_1,AO356_15270,OG00336,0.8919,1763,98,0.2904
beril_Koxy,BWI76_RS02055,OG00336,0.8919,1763,98,0.2904
beril_Koxy,BWI76_RS19605,OG00336,0.8919,1763,98,0.2904
beril_WCS417,GFF4842,OG00336,0.8919,1763,98,0.2904
beril_Cup4G11,RR42_RS17325,OG00336,0.8919,1763,98,0.2904
beril_HerbieS,HSERO_RS14495,OG00336,0.8919,1763,98,0.2904
beril_Putida,PP_4625,OG00336,0.8919,1763,98,0.2904
beril_Dda3937,DDA3937_RS08490,OG00336,0.8919,1763,98,0.2904
beril_Btheta,353216,OG00336,0.8919,1763,98,0.2904
beril_pseudo3_N2E3,AO353_06515,OG00336,0.8919,1763,98,0.2904
beril_MR1,200231,OG00336,0.8919,1763,98,0.2904
beril_Keio,16251,OG00336,0.8919,1763,98,0.2904
beril_BFirm,BPHYT_RS32345,OG00336,0.8919,1763,98,0.2904
beril_DdiaME23,DZA65_RS08675,OG00336,0.8919,1763,98,0.2904
beril_psRCH2,GFF1536,OG00336,0.8919,1763,98,0.2904
beril_RalstoniaGMI1000,RS_RS13370,OG00336,0.8919,1763,98,0.2904
beril_azobra,AZOBR_RS12150,OG00336,0.8919,1763,98,0.2904
beril_Putida,PP_4815,OG00336,0.8919,1763,98,0.2904
beril_Ddia6719,HGI48_RS08655,OG00336,0.8919,1763,98,0.2904
beril_BFirm,BPHYT_RS26565,OG00336,0.8919,1763,98,0.2904
beril_Magneto,AMB_RS06665,OG00336,0.8919,1763,98,0.2904
beril_pseudo13_GW456_L13,PfGW456L13_1351,OG00336,0.8919,1763,98,0.2904
beril_SyringaeB728a,Psyr_0637,OG00336,0.8919,1763,98,0.2904
beril_pseudo1_N1B4,Pf1N1B4_2683,OG00336,0.8919,1763,98,0.2904
beril_SB2B,6938823,OG00336,0.8919,1763,98,0.2904
beril_pseudo6_N2E2,Pf6N2E2_4989,OG00336,0.8919,1763,98,0.2904
beril_WCS417,GFF4582,OG00336,0.8919,1763,98,0.2904
beril_Burk376,H281DRAFT_02851,OG00336,0.8919,1763,98,0.2904
beril_PS,Dsui_0028,OG00336,0.8919,1763,98,0.2904
beril_Cup4G11,RR42_RS27570,OG00336,0.8919,1763,98,0.2904
beril_Ddia6719,HGI48_RS08080,OG00336,0.8919,1763,98,0.2904
beril_Korea,Ga0059261_0992,OG00337,1.0,1666,847,0.3019
beril_SyringaeB728a,Psyr_0459,OG00337,1.0,1666,847,0.3019
beril_Phaeo,GFF1155,OG00337,1.0,1666,847,0.3019
beril_Miya,8502326,OG00337,1.0,1666,847,0.3019
beril_SB2B,6939071,OG00337,1.0,1666,847,0.3019
beril_Smeli,SMc04340,OG00337,1.0,1666,847,0.3019
beril_psRCH2,GFF312,OG00337,1.0,1666,847,0.3019
beril_WCS417,GFF5176,OG00337,1.0,1666,847,0.3019
beril_acidovorax_3H11,Ac3H11_3045,OG00337,1.0,1666,847,0.3019
beril_Ddia6719,HGI48_RS20415,OG00337,1.0,1666,847,0.3019
beril_DvH,206429,OG00337,1.0,1666,847,0.3019
beril_Smeli,SMc01843,OG00337,1.0,1666,847,0.3019
beril_Koxy,BWI76_RS00805,OG00337,1.0,1666,847,0.3019
beril_SynE,Synpcc7942_1309,OG00337,1.0,1666,847,0.3019
beril_Btheta,353347,OG00337,1.0,1666,847,0.3019
beril_BFirm,BPHYT_RS18705,OG00337,1.0,1666,847,0.3019
beril_Magneto,AMB_RS02230,OG00337,1.0,1666,847,0.3019
beril_RalstoniaGMI1000,RS_RS00460,OG00337,1.0,1666,847,0.3019
beril_Cup4G11,RR42_RS01385,OG00337,1.0,1666,847,0.3019
beril_Caulo,CCNA_02224,OG00337,1.0,1666,847,0.3019
beril_MR1,203138,OG00337,1.0,1666,847,0.3019
beril_DdiaME23,DZA65_RS21460,OG00337,1.0,1666,847,0.3019
beril_pseudo5_N2C3_1,AO356_13605,OG00337,1.0,1666,847,0.3019
beril_ANA3,7026470,OG00337,1.0,1666,847,0.3019
beril_Burk376,H281DRAFT_05801,OG00337,1.0,1666,847,0.3019
beril_azobra,AZOBR_RS24245,OG00337,1.0,1666,847,0.3019
beril_RalstoniaPSI07,RPSI07_RS23495,OG00337,1.0,1666,847,0.3019
beril_Marino,GFF2973,OG00337,1.0,1666,847,0.3019
beril_azobra,AZOBR_RS09540,OG00337,1.0,1666,847,0.3019
beril_pseudo13_GW456_L13,PfGW456L13_1050,OG00337,1.0,1666,847,0.3019
beril_Dyella79,N515DRAFT_2013,OG00337,1.0,1666,847,0.3019
beril_Dino,3608687,OG00337,1.0,1666,847,0.3019
beril_Keio,17980,OG00337,1.0,1666,847,0.3019
beril_HerbieS,HSERO_RS21425,OG00337,1.0,1666,847,0.3019
