organism,locus_tag,product,cog,func_class,source
mtub,Rv1464,cysteine desulfurase,,,gff_direct
mtub,Rv1465,nitrogen fixation related protein,,,gff_direct
mtub,Rv1466,hypothetical protein,,,gff_direct
mtub,Rv1467c,acyl-CoA dehydrogenase,,,gff_direct
mtub,Rv1469,cobalt/nickel-exporting P-type ATPase,,,gff_direct
mtub,Rv1470,thioredoxin TrxA,,,gff_direct
mtub,Rv1471,thioredoxin,,,gff_direct
mtub,Rv1472,enoyl-CoA hydratase EchA12,,,gff_direct
mtub,Rv1473,macrolide ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv1473A,transcriptional regulator,,,gff_direct
mtub,Rv1474c,transcriptional regulator,,,gff_direct
mtub,Rv1475c,iron-regulated aconitate hydratase,,,gff_direct
mtub,Rv1476,membrane protein,,,gff_direct
mtub,Rv1477,peptidoglycan endopeptidase RipA,,,gff_direct
mtub,Rv1478,peptidoglycan endopeptidase RipB,,,gff_direct
mtub,Rv1479,transcriptional regulator MoxR1,,,gff_direct
mtub,Rv1480,hypothetical protein,,,gff_direct
mtub,Rv1481,membrane protein,,,gff_direct
mtub,Rv1482c,hypothetical protein,,,gff_direct
mtub,Rv1483,3-oxoacyl-ACP reductase FabG,,,gff_direct
mtub,Rv1484,NADH-dependent enoyl-[ACP] reductase,,,gff_direct
mtub,Rv1485,ferrochelatase,,,gff_direct
mtub,Rv1486c,hypothetical protein,,,gff_direct
mtub,Rv1487,hypothetical protein,,,gff_direct
mtub,Rv1488,hypothetical protein,,,gff_direct
mtub,Rv1489,hypothetical protein,,,gff_direct
mtub,Rv1489A,hypothetical protein,,,gff_direct
mtub,Rv1490,membrane protein,,,gff_direct
mtub,Rv1491c,TVP38/TMEM64 family membrane protein,,,gff_direct
mtub,Rv1492,methylmalonyl-CoA mutase small subunit,,,gff_direct
mtub,Rv1493,methylmalonyl-CoA mutase large subunit,,,gff_direct
mtub,Rv1494,antitoxin MazE4,,,gff_direct
mtub,Rv1495,mRNA interferase MazF4,,,gff_direct
mtub,Rv1496,transport system kinase,,,gff_direct
mtub,Rv1497,esterase LipL,,,gff_direct
mtub,Rv1498A,hypothetical protein,,,gff_direct
mtub,Rv1498c,methyltransferase,,,gff_direct
mtub,Rv1499,hypothetical protein,,,gff_direct
mtub,Rv1500,glycosyltransferase,,,gff_direct
mtub,Rv1501,hypothetical protein,,,gff_direct
mtub,Rv1502,hypothetical protein,,,gff_direct
mtub,Rv1503c,,,,none
mtub,Rv1504c,,,,none
mtub,Rv1505c,hypothetical protein,,,gff_direct
mtub,Rv1506c,hypothetical protein,,,gff_direct
mtub,Rv1507A,hypothetical protein,,,gff_direct
mtub,Rv1507c,hypothetical protein,,,gff_direct
mtub,Rv1508A,hypothetical protein,,,gff_direct
mtub,Rv1508c,membrane protein,,,gff_direct
mtub,Rv1509,hypothetical protein,,,gff_direct
mtub,Rv1510,hypothetical protein,,,gff_direct
mtub,Rv1511,GDP-D-mannose dehydratase GmdA,,,gff_direct
mtub,Rv1512,nucleotide-sugar epimerase EpiA,,,gff_direct
mtub,Rv1513,hypothetical protein,,,gff_direct
mtub,Rv1514c,glycosyltransferase,,,gff_direct
mtub,Rv1515c,hypothetical protein,,,gff_direct
mtub,Rv1516c,sugar transferase,,,gff_direct
mtub,Rv1517,hypothetical protein,,,gff_direct
mtub,Rv1518,hypothetical protein,,,gff_direct
mtub,Rv1519,hypothetical protein,,,gff_direct
mtub,Rv1520,sugar transferase,,,gff_direct
mtub,Rv1521,fatty-acid--CoA ligase FadD25,,,gff_direct
mtub,Rv1522c,transmembrane transport protein MmpL12,,,gff_direct
mtub,Rv1523,methyltransferase,,,gff_direct
mtub,Rv1524,glycosyltransferase,,,gff_direct
mtub,Rv1525,rhamnosyl transferase WbbL,,,gff_direct
mtub,Rv1526c,glycosyltransferase,,,gff_direct
mtub,Rv1527c,polyketide synthase,,,gff_direct
mtub,Rv1528c,polyketide synthase associated protein PapA,,,gff_direct
mtub,Rv1529,fatty-acid--CoA ligase FadD24,,,gff_direct
mtub,Rv1530,alcohol dehydrogenase,,,gff_direct
mtub,Rv1531,hypothetical protein,,,gff_direct
mtub,Rv1532c,hypothetical protein,,,gff_direct
mtub,Rv1533,monooxygenase,,,gff_direct
mtub,Rv1534,transcriptional regulator,,,gff_direct
mtub,Rv1535,hypothetical protein,,,gff_direct
mtub,Rv1536,isoleucine--tRNA ligase,,,gff_direct
mtub,Rv1537,DNA polymerase IV,,,gff_direct
mtub,Rv1538c,L-aparaginase,,,gff_direct
mtub,Rv1539,lipoprotein signal peptidase,,,gff_direct
mtub,Rv1540,RNA pseudouridine synthase,,,gff_direct
mtub,Rv1541c,lipoprotein LprI,,,gff_direct
mtub,Rv1542c,hemoglobin GlbN,,,gff_direct
mtub,Rv1543,oxidoreductase,,,gff_direct
mtub,Rv1544,ketoacyl reductase,,,gff_direct
mtub,Rv1545,hypothetical protein,,,gff_direct
mtub,Rv1546,hypothetical protein,,,gff_direct
mtub,Rv1547,DNA polymerase III subunit alpha,,,gff_direct
mtub,Rv1549,,,,none
mtub,Rv1550,fatty-acid--CoA ligase FadD11,,,gff_direct
mtub,Rv1551,acyltransferase PlsB,,,gff_direct
mtub,Rv1552,fumarate reductase flavoprotein subunit,,,gff_direct
mtub,Rv1553,fumarate reductase iron-sulfur subunit,,,gff_direct
mtub,Rv1554,fumarate reductase membrane anchor subunit,,,gff_direct
mtub,Rv1555,fumarate reductase membrane anchor subunit,,,gff_direct
mtub,Rv1556,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv1557,transmembrane transport protein MmpL6,,,gff_direct
mtub,Rv1558,hypothetical protein,,,gff_direct
mtub,Rv1559,threonine dehydratase IlvA,,,gff_direct
mtub,Rv1560,antitoxin VapB11,,,gff_direct
mtub,Rv1561,ribonuclease VapC11,,,gff_direct
mtub,Rv1562c,malto-oligosyltrehalose trehalohydrolase,,,gff_direct
mtub,Rv1563c,maltooligosyl trehalose synthase,,,gff_direct
mtub,Rv1564c,maltooligosyl trehalose synthase,,,gff_direct
mtub,Rv1565c,acyltransferase,,,gff_direct
mtub,Rv1566c,hypothetical protein,,,gff_direct
mtub,Rv1567c,membrane protein,,,gff_direct
mtub,Rv1568,adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,,,gff_direct
mtub,Rv1569,8-amino-7-oxononanoate synthase,,,gff_direct
mtub,Rv1570,ATP-dependent dethiobiotin synthetase BioD,,,gff_direct
mtub,Rv1571,hypothetical protein,,,gff_direct
mtub,Rv1572c,,,,none
mtub,Rv1587c,hypothetical protein,,,gff_direct
mtub,Rv1588c,hypothetical protein,,,gff_direct
mtub,Rv1589,biotin synthetase,,,gff_direct
mtub,Rv1590,hypothetical protein,,,gff_direct
mtub,Rv1591,transmembrane protein,,,gff_direct
mtub,Rv1592c,hypothetical protein,,,gff_direct
mtub,Rv1593c,hypothetical protein,,,gff_direct
mtub,Rv1594,quinolinate synthetase A,,,gff_direct
mtub,Rv1595,L-aspartate oxidase,,,gff_direct
mtub,Rv1596,nicotinate-nucleotide pyrophosphatase,,,gff_direct
mtub,Rv1597,hypothetical protein,,,gff_direct
mtub,Rv1598c,hypothetical protein,,,gff_direct
mtub,Rv1599,histidinol dehydrogenase,,,gff_direct
mtub,Rv1600,histidinol-phosphate aminotransferase,,,gff_direct
mtub,Rv1601,imidazole glycerol-phosphate dehydratase,,,gff_direct
mtub,Rv1602,imidazole glycerol phosphate synthase subunit HisH,,,gff_direct
mtub,Rv1603,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,,,gff_direct
mtub,Rv1604,inositol-monophosphatase ImpA,,,gff_direct
mtub,Rv1605,imidazole glycerol phosphate synthase subunit HisF,,,gff_direct
mtub,Rv1606,phosphoribosyl-AMP cyclohydrolase,,,gff_direct
mtub,Rv1607,ionic transporter integral membrane protein ChaA,,,gff_direct
mtub,Rv1608c,peroxiredoxin,,,gff_direct
mtub,Rv1609,anthranilate synthase component I,,,gff_direct
mtub,Rv1610,membrane protein,,,gff_direct
mtub,Rv1611,indole-3-glycerol phosphate synthase,,,gff_direct
mtub,Rv1612,tryptophan synthase subunit beta,,,gff_direct
mtub,Rv1613,tryptophan synthase subunit alpha,,,gff_direct
mtub,Rv1614,prolipoprotein diacylglyceryl transferase,,,gff_direct
mtub,Rv1615,membrane protein,,,gff_direct
mtub,Rv1616,hypothetical protein,,,gff_direct
mtub,Rv1617,pyruvate kinase,,,gff_direct
mtub,Rv1618,acyl-CoA thioesterase II,,,gff_direct
mtub,Rv1619,hypothetical protein,,,gff_direct
mtub,Rv1620c,cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydC,,,gff_direct
mtub,Rv1621c,cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD,,,gff_direct
mtub,Rv1622c,cytochrome D ubiquinol oxidase subunit II CydB,,,gff_direct
mtub,Rv1624c,membrane protein,,,gff_direct
mtub,Rv1625c,adenylate cyclase,,,gff_direct
mtub,Rv1626,two-component system transcriptional regulator,,,gff_direct
mtub,Rv1627c,nonspecific lipid-transfer protein,,,gff_direct
mtub,Rv1628c,hypothetical protein,,,gff_direct
mtub,Rv1629,DNA polymerase I,,,gff_direct
mtub,Rv1630,30S ribosomal protein S1,,,gff_direct
mtub,Rv1631,dephospho-CoA kinase CoaE,,,gff_direct
mtub,Rv1632c,hypothetical protein,,,gff_direct
mtub,Rv1633,excinuclease ABC subunit UvrB,,,gff_direct
mtub,Rv1634,multidrug-efflux transporter,,,gff_direct
mtub,Rv1635c,mannosyltransferase,,,gff_direct
mtub,Rv1636,iron-regulated universal stress protein,,,gff_direct
mtub,Rv1637c,hypothetical protein,,,gff_direct
mtub,Rv1638,excinuclease ABC subunit UvrA,,,gff_direct
mtub,Rv1638A,hypothetical protein,,,gff_direct
mtub,Rv1639c,hypothetical protein,,,gff_direct
mtub,Rv1640c,bifunctional lysine--tRNA ligase/phosphatidylglycerol lysyltransferase,,,gff_direct
mtub,Rv1642,50S ribosomal protein L35,,,gff_direct
mtub,Rv1643,50S ribosomal protein L20,,,gff_direct
mtub,Rv1644,23S rRNA methyltransferase TsnR,,,gff_direct
mtub,Rv1645c,hypothetical protein,,,gff_direct
mtub,Rv1647,adenylate cyclase,,,gff_direct
mtub,Rv1648,transmembrane protein,,,gff_direct
mtub,Rv1649,phenylalanine--tRNA ligase subunit alpha,,,gff_direct
mtub,Rv1650,phenylalanine--tRNA ligase subunit beta,,,gff_direct
mtub,Rv1652,N-acetyl-gamma-glutamyl-phoshate reductase,,,gff_direct
mtub,Rv1653,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase,,,gff_direct
mtub,Rv1654,acetylglutamate kinase,,,gff_direct
mtub,Rv1655,acetylornithine aminotransferase,,,gff_direct
mtub,Rv1656,ornithine carbamoyltransferase,,,gff_direct
mtub,Rv1657,arginine repressor,,,gff_direct
mtub,Rv1658,argininosuccinate synthase,,,gff_direct
mtub,Rv1659,argininosuccinate lyase,,,gff_direct
mtub,Rv1660,chalcone synthase,,,gff_direct
mtub,Rv1661,polyketide synthase,,,gff_direct
mtub,Rv1662,polyketide synthase,,,gff_direct
mtub,Rv1663,polyketide synthase,,,gff_direct
mtub,Rv1664,polyketide synthase,,,gff_direct
mtub,Rv1665,chalcone synthase,,,gff_direct
mtub,Rv1666c,cytochrome P450 Cyp139,,,gff_direct
mtub,Rv1667c,,,,none
mtub,Rv1668c,,,,none
mtub,Rv1669,hypothetical protein,,,gff_direct
mtub,Rv1670,hypothetical protein,,,gff_direct
mtub,Rv1671,membrane protein,,,gff_direct
mtub,Rv1672c,integral membrane transport protein,,,gff_direct
mtub,Rv1673c,hypothetical protein,,,gff_direct
mtub,Rv1674c,transcriptional regulator,,,gff_direct
mtub,Rv1675c,HTH-type transcriptional regulator Cmr,,,gff_direct
mtub,Rv1676,hypothetical protein,,,gff_direct
mtub,Rv1677,lipoprotein DsbF,,,gff_direct
mtub,Rv1678,integral membrane protein,,,gff_direct
mtub,Rv1679,acyl-CoA dehydrogenase FadE16,,,gff_direct
mtub,Rv1680,hypothetical protein,,,gff_direct
mtub,Rv1681,molybdopterin biosynthesis protein MoeX,,,gff_direct
mtub,Rv1682,hypothetical protein,,,gff_direct
mtub,Rv1683,bifunctional long-chain acyl-CoA synthase/lipase,,,gff_direct
mtub,Rv1684,hypothetical protein,,,gff_direct
mtub,Rv1685c,hypothetical protein,,,gff_direct
mtub,Rv1686c,ABC transporter permease,,,gff_direct
mtub,Rv1687c,ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv1688,3-methyladenine DNA glycosylase,,,gff_direct
mtub,Rv1689,tyrosine--tRNA ligase,,,gff_direct
mtub,Rv1690,lipoprotein LprJ,,,gff_direct
mtub,Rv1691,hypothetical protein,,,gff_direct
mtub,Rv1692,phosphatase,,,gff_direct
mtub,Rv1693,hypothetical protein,,,gff_direct
mtub,Rv1695,inorganic polyphosphate/ATP-NAD kinase,,,gff_direct
mtub,Rv1696,DNA repair protein RecN,,,gff_direct
mtub,Rv1697,hypothetical protein,,,gff_direct
mtub,Rv1698,copper transporter MctB,,,gff_direct
mtub,Rv1699,CTP synthase,,,gff_direct
mtub,Rv1700,NUDIX hydrolase,,,gff_direct
mtub,Rv1701,tyrosine recombinase XerD,,,gff_direct
mtub,Rv1702c,hypothetical protein,,,gff_direct
mtub,Rv1703c,methyltransferase,,,gff_direct
mtub,Rv1704c,D-serine/alanine/glycine transporter protein CycA,,,gff_direct
mtub,Rv1706A,hypothetical protein,,,gff_direct
mtub,Rv1707,transmembrane protein,,,gff_direct
mtub,Rv1708,initiation inhibitor protein,,,gff_direct
mtub,Rv1709,segregation and condensation protein ScpA,,,gff_direct
mtub,Rv1710,segregation and condensation protein ScpB,,,gff_direct
mtub,Rv1711,RNA pseudouridine synthase,,,gff_direct
mtub,Rv1712,cytidylate kinase,,,gff_direct
mtub,Rv1713,GTPase Der,,,gff_direct
mtub,Rv1714,oxidoreductase,,,gff_direct
mtub,Rv1715,3-hydroxybutyryl-CoA dehydrogenase FadB,,,gff_direct
mtub,Rv1716,hypothetical protein,,,gff_direct
mtub,Rv1717,hypothetical protein,,,gff_direct
mtub,Rv1718,hypothetical protein,,,gff_direct
mtub,Rv1719,transcriptional regulator,,,gff_direct
mtub,Rv1720c,ribonuclease VapC12,,,gff_direct
mtub,Rv1721c,antitoxin VapB12,,,gff_direct
mtub,Rv1722,carboxylase,,,gff_direct
mtub,Rv1723,hydrolase,,,gff_direct
mtub,Rv1724c,hypothetical protein,,,gff_direct
mtub,Rv1725c,hypothetical protein,,,gff_direct
mtub,Rv1726,oxidoreductase,,,gff_direct
mtub,Rv1727,hypothetical protein,,,gff_direct
mtub,Rv1728c,hypothetical protein,,,gff_direct
mtub,Rv1729c,S-adenosylmethionine-dependent methyltransferase,,,gff_direct
mtub,Rv1730c,penicillin-binding protein,,,gff_direct
mtub,Rv1731,succinate-semialdehyde dehydrogenase,,,gff_direct
mtub,Rv1732c,hypothetical protein,,,gff_direct
mtub,Rv1733c,transmembrane protein,,,gff_direct
mtub,Rv1734c,hypothetical protein,,,gff_direct
mtub,Rv1735c,membrane protein,,,gff_direct
mtub,Rv1736c,nitrate reductase-like protein NarX,,,gff_direct
mtub,Rv1737c,nitrate/nitrite transporter,,,gff_direct
mtub,Rv1738,hypothetical protein,,,gff_direct
mtub,Rv1739c,sulfate ABC transporter permease,,,gff_direct
mtub,Rv1740,antitoxin VapB34,,,gff_direct
mtub,Rv1741,ribonuclease VapC34,,,gff_direct
mtub,Rv1742,hypothetical protein,,,gff_direct
mtub,Rv1743,serine/threonine-protein kinase PknE,,,gff_direct
mtub,Rv1744c,membrane protein,,,gff_direct
mtub,Rv1745c,isopentenyl-diphosphate delta-isomerase,,,gff_direct
mtub,Rv1746,serine/threonine-protein kinase PknF,,,gff_direct
mtub,Rv1747,ABC transporter ATP-binding protein/permease,,,gff_direct
mtub,Rv1748,hypothetical protein,,,gff_direct
mtub,Rv1749c,integral membrane protein,,,gff_direct
mtub,Rv1750c,fatty-acid--CoA ligase FadD1,,,gff_direct
mtub,Rv1751,oxidoreductase,,,gff_direct
mtub,Rv1752,hypothetical protein,,,gff_direct
mtub,Rv1754c,hypothetical protein,,,gff_direct
mtub,Rv1755c,,,,none
mtub,Rv1758,cutinase,,,gff_direct
mtub,Rv1759c,PE-PGRS family protein Wag22,,,gff_direct
mtub,Rv1760,diacylglycerol acyltransferase,,,gff_direct
mtub,Rv1761c,hypothetical protein,,,gff_direct
mtub,Rv1762c,hypothetical protein,,,gff_direct
mtub,Rv1765c,hypothetical protein,,,gff_direct
mtub,Rv1766,hypothetical protein,,,gff_direct
mtub,Rv1767,hypothetical protein,,,gff_direct
mtub,Rv1769,hypothetical protein,,,gff_direct
mtub,Rv1770,hypothetical protein,,,gff_direct
mtub,Rv1771,L-gulono-1%2C4-lactone dehydrogenase,,,gff_direct
mtub,Rv1772,hypothetical protein,,,gff_direct
mtub,Rv1773c,transcriptional regulator,,,gff_direct
mtub,Rv1774,oxidoreductase,,,gff_direct
mtub,Rv1775,hypothetical protein,,,gff_direct
mtub,Rv1776c,transcriptional regulator,,,gff_direct
mtub,Rv1777,cytochrome P450 Cyp144,,,gff_direct
mtub,Rv1778c,hypothetical protein,,,gff_direct
mtub,Rv1779c,integral membrane protein,,,gff_direct
mtub,Rv1780,hypothetical protein,,,gff_direct
mtub,Rv1781c,4-alpha-glucanotransferase,,,gff_direct
mtub,Rv1782,ESX-5 type VII secretion system protein EccB5,,,gff_direct
mtub,Rv1783,ESX-5 type VII secretion system protein EccC5,,,gff_direct
mtub,Rv1784,,,,none
mtub,Rv1785c,cytochrome P450 Cyp143,,,gff_direct
mtub,Rv1786,ferredoxin,,,gff_direct
mtub,Rv1794,hypothetical protein,,,gff_direct
mtub,Rv1795,ESX-5 type VII secretion system protein EccD,,,gff_direct
mtub,Rv1796,membrane-anchored mycosin MycP,,,gff_direct
mtub,Rv1797,ESX-5 type VII secretion system protein EccE,,,gff_direct
mtub,Rv1798,ESX-5 type VII secretion system protein EccA,,,gff_direct
mtub,Rv1799,lipoprotein LppT,,,gff_direct
mtub,Rv1804c,hypothetical protein,,,gff_direct
mtub,Rv1805c,hypothetical protein,,,gff_direct
mtub,Rv1810,hypothetical protein,,,gff_direct
mtub,Rv1811,Mg2+ transport P-type ATPase MgtC,,,gff_direct
mtub,Rv1812c,dehydrogenase,,,gff_direct
mtub,Rv1813c,hypothetical protein,,,gff_direct
mtub,Rv1814,membrane-bound C-5 sterol desaturase,,,gff_direct
mtub,Rv1815,hypothetical protein,,,gff_direct
mtub,Rv1816,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv1817,flavoprotein,,,gff_direct
mtub,Rv1819c,vitamin B12 transport ATP-binding protein BacA,,,gff_direct
mtub,Rv1820,acetolactate synthase large subunit IlvG,,,gff_direct
mtub,Rv1821,accessory Sec system translocase SecA2,,,gff_direct
mtub,Rv1822,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,,,gff_direct
mtub,Rv1823,hypothetical protein,,,gff_direct
mtub,Rv1824,hypothetical protein,,,gff_direct
mtub,Rv1825,hypothetical protein,,,gff_direct
mtub,Rv1826,glycine cleavage system protein H,,,gff_direct
mtub,Rv1827,glycogen accumulation regulator GarA,,,gff_direct
mtub,Rv1828,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv1829,hypothetical protein,,,gff_direct
mtub,Rv1830,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv1831,hypothetical protein,,,gff_direct
mtub,Rv1832,glycine dehydrogenase,,,gff_direct
mtub,Rv1833c,haloalkane dehalogenase,,,gff_direct
mtub,Rv1834,hydrolase,,,gff_direct
mtub,Rv1835c,serine esterase,,,gff_direct
mtub,Rv1836c,hypothetical protein,,,gff_direct
mtub,Rv1837c,malate synthase,,,gff_direct
mtub,Rv1838c,ribonuclease VapC13,,,gff_direct
mtub,Rv1839c,antitoxin VapB13,,,gff_direct
mtub,Rv1841c,hypothetical protein,,,gff_direct
mtub,Rv1842c,hypothetical protein,,,gff_direct
mtub,Rv1843c,inosine-5'-monophosphate dehydrogenase,,,gff_direct
mtub,Rv1844c,6-phosphogluconate dehydrogenase,,,gff_direct
mtub,Rv1845c,sensor-transducer protein BlaR,,,gff_direct
mtub,Rv1846c,transcriptional repressor BlaI,,,gff_direct
mtub,Rv1847,esterase,,,gff_direct
mtub,Rv1848,urease subunit gamma,,,gff_direct
mtub,Rv1849,urease subunit beta,,,gff_direct
mtub,Rv1850,urease subunit alpha,,,gff_direct
mtub,Rv1851,urease accessory protein UreF,,,gff_direct
mtub,Rv1852,urease accessory protein UreG,,,gff_direct
mtub,Rv1853,urease accessory protein UreD,,,gff_direct
mtub,Rv1854c,NADH dehydrogenase,,,gff_direct
mtub,Rv1855c,oxidoreductase,,,gff_direct
mtub,Rv1856c,oxidoreductase,,,gff_direct
mtub,Rv1857,molybdate ABC transporter substrate-binding lipoprotein ModA,,,gff_direct
mtub,Rv1858,molybdenum ABC transporter permease ModB,,,gff_direct
mtub,Rv1859,molybdenum ABC transporter ATP-binding protein ModC,,,gff_direct
mtub,Rv1861,transmembrane protein,,,gff_direct
mtub,Rv1862,alcohol dehydrogenase A,,,gff_direct
mtub,Rv1863c,integral membrane protein,,,gff_direct
mtub,Rv1864c,hypothetical protein,,,gff_direct
mtub,Rv1865c,short-chain type dehydrogenase,,,gff_direct
mtub,Rv1866,hypothetical protein,,,gff_direct
mtub,Rv1867,hypothetical protein,,,gff_direct
mtub,Rv1868,hypothetical protein,,,gff_direct
mtub,Rv1869c,reductase,,,gff_direct
mtub,Rv1870c,hypothetical protein,,,gff_direct
mtub,Rv1871c,hypothetical protein,,,gff_direct
mtub,Rv1872c,L-lactate dehydrogenase,,,gff_direct
mtub,Rv1873,hypothetical protein,,,gff_direct
mtub,Rv1874,hypothetical protein,,,gff_direct
mtub,Rv1875,hypothetical protein,,,gff_direct
mtub,Rv1876,bacterioferritin BfrA,,,gff_direct
mtub,Rv1877,MFS-type transporter,,,gff_direct
mtub,Rv1878,glutamine synthetase GlnA,,,gff_direct
mtub,Rv1879,hypothetical protein,,,gff_direct
mtub,Rv1880c,cytochrome P450 Cyp140,,,gff_direct
mtub,Rv1881c,lipoprotein LppE,,,gff_direct
mtub,Rv1882c,short-chain type dehydrogenase/reductase,,,gff_direct
mtub,Rv1883c,hypothetical protein,,,gff_direct
mtub,Rv1884c,resuscitation-promoting factor RpfC,,,gff_direct
mtub,Rv1885c,chorismate mutase,,,gff_direct
mtub,Rv1887,hypothetical protein,,,gff_direct
mtub,Rv1888A,,,,none
mtub,Rv1888c,,,,none
mtub,Rv1889c,,,,none
mtub,Rv1890c,hypothetical protein,,,gff_direct
mtub,Rv1891,hypothetical protein,,,gff_direct
mtub,Rv1892,membrane protein,,,gff_direct
mtub,Rv1893,hypothetical protein,,,gff_direct
mtub,Rv1894c,hypothetical protein,,,gff_direct
mtub,Rv1895,zinc-binding alcohol dehydrogenase,,,gff_direct
mtub,Rv1896c,S-adenosyl-L-methionine-dependent methyltransferase,,,gff_direct
mtub,Rv1897c,D-tyrosyl-tRNA(Tyr) deacylase,,,gff_direct
mtub,Rv1898,hypothetical protein,,,gff_direct
mtub,Rv1899c,lipoprotein LppD,,,gff_direct
mtub,Rv1900c,lignin peroxidase LipJ,,,gff_direct
