gene,chrom,tss,essential,loeuf,is_tf,regulon_out,regulators_in,ppi_degree,n_pathways,cpg_promoter,enhancers,n_diseases,lineage_master
FAM168B,chr2,131093460,,1.091,0,0,0,0,0,1,107,0,
FAM169A,chr5,74866966,,0.232,0,0,0,0,1,0,58,0,
FAM169B,chr15,98514336,,1.16,0,0,0,0,0,0,52,0,
FAM169BP,,,,,0,0,1,0,0,,,0,
FAM170A,chr5,119629557,,,1,1,0,0,0,0,15,0,
FAM170B,chr10,49134021,,1.452,0,0,0,0,0,0,132,0,
FAM170B-AS1,chr10,49121838,,,0,0,0,0,0,0,120,0,
FAM171A1,chr10,15371289,,0.302,0,0,0,0,0,1,83,0,
FAM171A2,chr17,44363853,,0.381,0,0,0,0,0,1,137,0,
FAM171B,chr2,186694059,,0.408,0,0,0,0,0,1,67,0,
FAM172A,chr5,94111699,,0.725,0,0,0,0,0,1,25,0,
FAM172BP,chr3,101518866,,,0,0,0,0,0,0,56,0,
FAM173A,,,,1.615,0,0,0,0,0,,,0,
FAM173B,,,,1.662,0,0,0,0,0,,,0,
FAM174A,chr5,100535373,,1.796,0,0,0,0,0,1,36,0,
FAM174B,chr15,92655775,,1.83,0,0,1,0,0,1,121,0,
FAM174C,chr19,1275529,,,0,0,0,0,0,0,209,0,
FAM175A,,,,1.007,0,0,0,0,0,,,0,
FAM175B,,,,0.597,0,0,0,0,0,,,0,
FAM177A1,chr14,35044906,,1.139,0,0,0,0,0,0,36,1,
FAM177B,chr1,222737215,,1.605,0,0,0,0,0,0,63,0,
FAM178A,,,,0.544,0,0,0,0,0,,,0,
FAM178B,chr2,96986580,,0.925,0,0,0,0,0,1,76,0,
FAM179A,,,,1.075,0,0,0,0,0,,,0,
FAM179B,,,,0.516,0,0,0,0,0,,,0,
FAM180A,chr7,135748813,,1.575,0,0,0,0,0,0,106,0,
FAM180B,chr11,47586650,,1.212,0,0,0,0,0,0,103,0,
FAM181A,chr14,93918893,,1.249,0,0,0,1,0,0,120,0,
FAM181A-AS1,chr14,93926372,,,0,0,0,0,0,0,135,0,
FAM181B,chr11,82733864,,1.494,0,0,0,1,0,0,51,0,
FAM182A,chr20,26054613,,,0,0,0,0,0,0,5,0,
FAM182B,chr20,25796108,,1.901,0,0,0,0,0,0,5,0,
FAM183A,chr1,43147903,,1.154,0,0,0,34,0,1,29,0,
FAM183BP,chr7,38687089,,,0,0,0,0,0,0,30,0,
FAM184A,chr6,119149193,,0.885,0,0,0,0,0,0,100,0,
FAM184B,chr4,17781621,,0.841,0,0,0,0,0,1,54,0,
FAM185A,chr7,102748998,,0.693,0,0,0,0,0,1,30,0,
FAM185BP,chr7,77122289,,,0,0,0,0,0,1,23,0,
FAM186A,chr12,50396609,,0.796,0,0,0,0,0,0,55,0,
FAM186B,chr12,49605639,,1.242,0,0,0,0,0,0,105,0,
FAM187A,chr17,44903829,,1.392,0,0,0,0,0,0,111,0,
FAM187B,chr19,35228725,,1.82,0,0,0,0,0,0,132,0,
FAM188A,,,,0.537,0,0,0,0,0,,,0,
FAM188B,,,,1.131,0,0,0,0,0,,,0,
FAM188B2,,,,1.055,0,0,0,0,0,,,0,
FAM189A1,chr15,29570723,,0.698,0,0,0,0,0,1,49,0,
FAM189A2,chr9,69324571,,1.112,0,0,0,0,0,1,75,0,
FAM189B,chr1,155255483,,0.751,0,0,0,0,0,1,115,0,
FAM192A,,,,0.594,0,0,0,0,0,,,0,
FAM193A,chr4,2535374,,0.213,0,0,0,0,0,1,69,0,
FAM193B,chr5,177554563,,0.275,0,0,0,0,0,1,118,0,
FAM194A,,,,1.562,0,0,0,0,0,,,0,
FAM194B,,,,1.07,0,0,0,0,0,,,0,
FAM195A,,,,0.995,0,0,0,0,0,,,0,
FAM195B,,,,1.149,0,0,0,0,0,,,0,
FAM196A,,,,0.377,0,0,0,0,0,,,0,
FAM196B,,,,0.278,0,0,0,0,0,,,0,
FAM197Y2,chrY,9395897,,,0,0,0,0,0,1,0,0,
FAM197Y3,chrY,9504941,,,0,0,0,0,0,1,0,0,
FAM197Y4,chrY,9375462,,,0,0,0,0,0,1,0,0,
FAM197Y5,chrY,9375462,,,0,0,0,0,0,1,0,0,
FAM197Y6,chrY,9395808,,,0,0,0,0,0,1,0,0,
FAM197Y7,chrY,9375462,,,0,0,0,0,0,1,0,0,
FAM197Y8,chrY,9375462,,,0,0,0,0,0,1,0,0,
FAM197Y9,chrY,6263935,,,0,0,0,0,0,0,1,0,
FAM198A,,,,1.594,0,0,0,0,0,,,0,
FAM198B,,,,1.079,0,0,0,0,0,,,0,
FAM198B-AS1,chr4,158170751,,,0,0,0,0,0,0,92,0,
FAM199X,chrX,104166452,,0.564,0,0,0,0,0,1,37,0,
FAM19A1,,,,0.737,0,0,0,0,0,,,0,
FAM19A2,,,,0.727,0,0,0,0,0,,,0,
FAM19A3,,,,1.655,0,0,0,0,0,,,0,
FAM19A4,,,,1.288,0,0,0,0,0,,,0,
FAM19A5,,,,0.859,0,0,0,0,0,,,0,
FAM200A,chr7,99552114,,1.235,0,0,0,0,0,1,54,0,
FAM200B,chr4,15681826,,1.291,0,0,0,0,0,1,123,0,
FAM201A,chr9,38621087,,,0,0,0,0,0,0,64,0,
FAM201B,chr2,132352666,,,0,0,0,0,0,1,43,0,
FAM203A,,,,1.686,0,0,0,0,0,,,0,
FAM204A,chr10,118342324,,0.773,0,0,0,0,0,1,50,0,
FAM205A,chr9,34729488,,0.414,0,0,0,0,0,0,49,0,
FAM205BP,chr9,34838586,,,0,0,0,0,0,0,13,0,
FAM205C,chr9,34895764,,,0,0,0,0,0,0,25,0,
FAM206A,,,,1.466,0,0,0,0,0,,,0,
FAM207A,chr21,44939696,,0.942,0,0,0,39,0,1,222,0,
FAM208A,,,,0.258,0,0,0,0,0,,,0,
FAM208B,,,,0.332,0,0,0,0,0,,,0,
FAM209A,chr20,56524743,,1.417,0,0,0,0,0,0,64,0,
FAM209B,chr20,56533245,,1.903,0,0,0,0,0,0,69,0,
FAM20A,chr17,68601367,,0.865,0,0,0,1,2,0,95,2,
FAM20B,chr1,179025803,,0.913,0,0,0,0,1,1,81,0,
FAM20C,chr7,192570,,0.489,0,0,0,7,2,1,187,2,
FAM210A,chr18,13726558,,1.45,0,0,0,0,0,1,49,0,
FAM210B,chr20,56358973,,1.358,0,0,0,0,0,1,66,0,
FAM211A,,,,0.578,0,0,0,0,0,,,0,
FAM211B,,,,1.948,0,0,0,0,0,,,0,
FAM212A,,,,1.307,0,0,0,0,0,,,0,
FAM212B,,,,0.968,0,0,0,0,0,,,0,
FAM213A,,,,1.718,0,0,0,0,0,,,0,
FAM213B,,,,1.517,0,0,0,0,0,,,0,
FAM214A,chr15,52709815,,0.368,0,0,0,0,0,0,88,0,
FAM214B,chr9,35115862,,0.419,0,0,0,0,0,1,79,0,
FAM215A,chr17,43917207,,,0,0,0,0,0,0,84,0,
FAM216A,chr12,110468844,,0.719,0,0,0,0,0,1,50,0,
FAM216B,chr13,42781549,,1.639,0,0,0,0,0,0,65,0,
FAM217A,chr6,4079137,,1.093,0,0,0,0,0,1,68,0,
FAM217B,chr20,59933778,,,0,0,0,0,0,0,70,0,
FAM218A,chr4,164956947,,,0,0,0,0,0,1,47,0,
FAM219A,chr9,34458570,,0.767,0,0,0,0,0,0,78,0,
FAM219B,chr15,74906894,,1.675,0,0,0,0,0,1,96,0,
FAM21A,,,,0.758,0,0,0,0,0,,,0,
FAM21B,,,,0.864,0,0,0,0,0,,,0,
FAM21C,,,,0.856,0,0,0,0,0,,,0,
FAM21EP,chr10,50067803,,,0,0,0,0,0,1,29,0,
FAM220A,chr7,6348967,,,0,0,0,0,0,1,107,0,
FAM221A,chr7,23680198,,1.664,0,0,0,0,0,1,34,0,
FAM221B,chr9,35828732,,1.269,0,0,0,0,0,1,72,0,
FAM222A,chr12,109713824,,0.446,0,0,0,0,0,1,142,0,
FAM222A-AS1,chr12,109773487,,,0,0,0,0,0,0,123,0,
FAM222B,chr17,28842790,,0.544,0,0,0,0,0,1,121,0,
FAM223A,chrX,154571247,,,0,0,0,0,0,0,67,0,
FAM223B,chrX,154571247,,,0,0,0,0,0,0,67,0,
FAM224A,chrY,18326532,,,0,0,0,0,0,1,0,0,
FAM224B,chrY,18326553,,,0,0,0,0,0,1,0,0,
FAM225A,chr9,113112895,,,0,0,0,0,0,1,57,0,
FAM225B,chr9,113111677,,,0,0,0,0,0,1,60,0,
FAM226A,chrX,72777072,,,0,0,0,0,0,0,6,0,
FAM226B,chrX,72777072,,,0,0,0,0,0,0,6,0,
FAM227A,chr22,38656392,,1.171,0,0,0,0,0,1,68,0,
FAM227B,chr15,49620818,,1.431,0,0,0,0,0,1,30,0,
FAM228A,chr2,24175052,,1.079,0,0,0,0,0,1,44,0,
FAM228B,chr2,24076832,,1.277,0,0,0,0,0,1,60,0,
FAM229A,chr1,32362243,,1.911,0,0,0,0,0,1,114,0,
FAM229B,chr6,112087590,,1.117,0,0,0,0,0,1,50,0,
FAM230A,chr22,18421383,,1.446,0,0,0,0,0,0,0,0,
FAM230B,chr22,21167864,,,0,0,0,0,0,0,2,0,
FAM230C,chr13,18195296,,,0,0,0,0,0,0,2,0,
FAM230D,chr22,18205909,,,0,0,0,0,0,0,7,0,
FAM230E,chr22,18733934,,,0,0,0,0,0,0,0,0,
FAM230F,chr22,18894431,,,0,0,0,0,0,0,4,0,
FAM230G,chr22,20338029,,,0,0,0,0,0,0,74,0,
FAM230H,chr22,21326636,,,0,0,0,0,0,0,2,0,
FAM230I,chr22,23486980,,,0,0,0,0,0,0,117,0,
FAM230J,chr22,18386556,,,0,0,0,0,0,0,0,0,
FAM234A,chr16,234545,,,0,0,0,0,0,1,109,0,
FAM234B,chr12,13044380,,,0,0,0,0,0,1,113,0,
FAM236A,chrX,72938205,,,0,0,0,0,0,0,0,0,
FAM236B,chrX,72782660,,,0,0,0,0,0,0,3,0,
FAM236C,chrX,72912614,,,0,0,0,0,0,0,0,0,
FAM236D,chrX,72912614,,,0,0,0,0,0,0,0,0,
FAM237A,chr2,206642486,,,0,0,0,0,0,1,12,0,
FAM237B,chr7,90320983,,,0,0,0,0,0,1,22,0,
FAM238A,chr10,26589864,,,0,0,0,0,0,0,38,0,
FAM238B,chr10,26643107,,,0,0,0,0,0,0,39,0,
FAM238C,chr10,26942001,,,0,0,0,0,0,0,30,0,
FAM239A,chrX,3882351,,,0,0,0,0,0,0,4,0,
FAM239B,chrX,3920742,,,0,0,0,0,0,0,8,0,
FAM240A,chr3,46612524,,,0,0,0,0,0,0,82,0,
FAM240C,chr2,241902585,,,0,0,0,0,0,1,168,0,
FAM241A,chr4,112145453,,,0,0,0,0,0,1,73,0,
FAM241B,chr10,69630246,,,0,0,0,0,0,1,77,0,
FAM242B,chr20,29548718,,,0,0,0,0,0,0,8,0,
FAM242F,chr9,41699001,,,0,0,0,0,0,0,9,0,
FAM243A,chr21,7770548,,,0,0,0,0,0,0,1,0,
FAM243B,chr21,7770548,,,0,0,0,0,0,0,1,0,
FAM245A,chr10,87407700,,,0,0,0,0,0,0,7,0,
FAM24A,chr10,122910609,,1.932,0,0,0,0,0,0,30,0,
FAM24B,chr10,122879641,,1.899,0,0,0,0,0,1,50,0,
FAM24B-CUZD1,chr10,122879641,,,0,0,0,0,0,1,50,0,
FAM25A,chr10,87020293,,1.542,0,0,0,0,0,0,61,0,
FAM25BP,chr10,46369086,,,0,0,0,0,0,0,37,0,
FAM25C,chr10,47491700,,1.898,0,0,0,0,0,0,35,0,
FAM25E,chr10,45817324,,,0,0,0,0,0,0,15,0,
FAM25G,chr10,47491700,,,0,0,0,0,0,0,35,0,
FAM26D,,,,1.674,0,0,0,0,0,,,0,
FAM26E,,,,1.174,0,0,0,0,0,,,0,
FAM26F,,,,1.773,0,0,0,0,0,,,0,
FAM27B,chr9,67726743,,1.939,0,0,0,0,0,0,8,0,
FAM27C,chr9,61854083,,,0,0,0,0,0,0,1,0,
FAM27E2,chr9,41647673,,,0,0,0,0,0,0,11,0,
FAM27E3,chr9,67719179,,,0,0,0,0,0,1,8,0,
FAM27E5,chr17,22298763,,,0,0,0,0,0,0,16,0,
FAM30A,chr14,105917978,,,0,0,0,0,0,0,92,0,
FAM30C,chr15,21003276,,,0,0,0,0,0,0,2,0,
FAM32A,chr19,16185409,,1.291,0,0,0,41,1,1,131,0,
FAM35A,,,,0.801,0,0,0,0,0,,,0,
FAM3A,chrX,154516242,,0.602,0,0,2,0,0,1,115,0,
FAM3B,chr21,41316800,,1.54,0,0,1,0,0,1,77,0,
FAM3C,chr7,121396368,,0.691,0,0,0,3,1,1,89,0,
FAM3D,chr3,58666774,,0.979,0,0,0,0,0,0,91,0,
FAM3D-AS1,chr3,58607079,,,0,0,0,0,0,0,94,0,
FAM41AY1,chrY,17500957,,,0,0,0,0,0,0,0,0,
FAM41AY2,chrY,17500957,,,0,0,0,0,0,0,0,0,
FAM41C,chr1,876802,,,0,0,0,0,0,0,101,0,
FAM43A,chr3,194685882,,0.669,0,0,0,0,0,1,94,0,
FAM43B,chr1,20552572,,1.238,0,0,0,0,0,1,70,0,
FAM45A,,,,1.11,0,0,0,0,0,,,0,
FAM46A,,,,0.374,0,0,0,0,0,,,0,
FAM46B,,,,0.717,0,0,0,0,0,,,0,
FAM46C,,,,0.322,0,0,0,0,0,,,0,
FAM46D,,,,0.512,0,0,0,0,0,,,0,
FAM47A,chrX,34132330,0,,0,0,0,0,0,0,6,0,
FAM47B,chrX,34942795,0,,0,0,0,0,0,1,20,0,
FAM47C,chrX,37008365,0,,0,0,0,0,0,1,8,0,
FAM47E,chr4,76214039,,0.852,0,0,0,0,0,1,91,0,
FAM47E-STBD1,chr4,76251699,,0.865,0,0,0,0,0,1,87,0,
FAM49A,,,,0.526,0,0,0,0,0,,,0,
FAM49B,,,,0.31,0,0,0,0,0,,,0,
FAM50A,chrX,154444140,,0.292,0,0,0,0,1,1,141,1,
FAM50B,chr6,3849372,,0.755,0,0,0,0,0,1,129,0,
FAM53A,chr4,1684313,,1.173,0,0,0,0,0,1,135,0,
FAM53B,chr10,124744378,,0.416,0,0,0,0,0,0,140,0,
FAM53B-AS1,chr10,124704027,,,0,0,0,0,0,0,207,0,
FAM53C,chr5,138337556,,0.634,0,0,0,0,0,1,65,0,
FAM57A,,,,0.649,0,0,1,0,0,,,0,
FAM57B,,,,0.516,0,0,0,0,0,,,0,
FAM58A,,,,0.396,0,0,0,0,0,,,0,
FAM60A,,,,0.288,0,0,0,0,0,,,0,
FAM63A,,,,1.276,0,0,0,0,0,,,0,
FAM63B,,,,0.698,0,0,0,0,0,,,0,
FAM64A,,,,1.141,0,0,0,0,0,,,0,
FAM65A,,,,0.315,0,0,0,0,0,,,0,
FAM65B,,,,0.328,0,0,0,0,0,,,0,
FAM65C,,,,1.046,0,0,0,0,0,,,0,
FAM66A,chr8,12362018,,,0,0,0,0,0,1,2,0,
FAM66B,chr8,7355363,,,0,0,0,0,0,1,9,0,
FAM66C,chr12,8180208,,,0,0,0,0,0,1,24,0,
FAM66D,chr8,12115781,,,0,0,0,0,0,1,6,0,
FAM66E,chr8,7955012,,,0,0,0,0,0,1,8,0,
FAM69A,,,,0.494,0,0,0,0,0,,,0,
FAM69B,,,,0.725,0,0,0,0,0,,,0,
FAM69C,,,,1.819,0,0,0,0,0,,,0,
FAM71A,chr1,212624473,0,,0,0,0,0,0,0,127,0,
FAM71B,chr5,157166264,0,1.324,0,0,0,0,0,0,110,0,
FAM71C,chr12,99647752,0,1.006,0,0,0,0,0,0,43,0,
FAM71D,chr14,67189439,,,0,0,0,0,0,0,58,0,
FAM71E1,chr19,50476848,,1.578,0,0,0,0,0,1,144,0,
FAM71E2,chr19,55363260,,0.892,0,0,0,0,0,1,167,0,
FAM71F1,chr7,128709060,,1.182,0,0,0,0,0,0,60,0,
FAM71F2,chr7,128672265,,1.0,0,0,0,1,0,0,31,0,
FAM72A,chr1,206205773,,1.821,0,0,0,0,0,0,24,0,
FAM72B,chr1,121184318,,1.857,0,0,0,0,0,1,13,0,
FAM72C,chr1,143973519,,1.797,0,0,0,0,0,0,5,0,
FAM72D,chr1,145094295,,1.844,0,0,0,0,0,0,6,0,
FAM73A,,,,0.728,0,0,0,0,0,,,0,
FAM73B,,,,0.667,0,0,0,0,0,,,0,
FAM74A1,chr9,60929781,,,0,0,0,0,0,0,0,0,
FAM74A3,chr9,66977317,,,0,0,0,0,0,0,10,0,
FAM74A4,chr9,61205259,,,0,0,0,0,0,0,1,0,
FAM74A6,chr9,60929781,,,0,0,0,0,0,0,0,0,
FAM74A7,chr9,42198861,,,0,0,0,0,0,0,17,0,
FAM76A,chr1,27725960,,0.932,0,0,0,0,0,1,53,0,
FAM76B,chr11,95789782,,0.482,0,0,0,0,0,1,51,0,
FAM78A,chr9,131276510,,0.698,0,0,0,0,0,1,191,0,
FAM78B,chr1,166166755,,0.758,0,0,0,0,0,0,47,0,
FAM81A,chr15,59438185,,0.532,0,0,0,0,0,1,83,0,
FAM81B,chr5,95391365,,1.139,0,0,0,0,0,0,33,0,
FAM83A,chr8,123179046,,1.408,0,0,0,0,1,0,107,0,
FAM83A-AS1,chr8,123202743,,,0,0,0,0,0,0,117,0,
FAM83B,chr6,54846770,,0.68,0,0,0,0,4,1,61,0,
FAM83C,chr20,35292425,,1.069,0,0,0,0,0,1,152,0,
FAM83C-AS1,chr20,35285250,,,0,0,0,0,0,0,153,0,
FAM83D,chr20,38926416,,1.166,0,0,0,2,1,1,105,0,
FAM83E,chr19,48615076,,1.605,0,0,0,0,0,0,145,0,
FAM83F,chr22,39994953,,1.434,0,0,0,0,0,1,156,0,
FAM83G,chr17,19004764,,0.723,0,0,0,0,0,0,147,0,
FAM83H,chr8,143733779,,0.359,0,0,0,0,0,1,113,0,
FAM84A,,,,0.42,0,0,0,0,0,,,0,
FAM84B,,,,1.451,0,0,0,0,0,,,0,
FAM85A,chr8,12185735,,,0,0,0,0,0,0,15,0,
FAM85B,chr8,8227503,,,0,0,0,0,0,1,71,0,
FAM86A,,,,1.785,0,0,0,0,0,,,0,
FAM86B1,chr8,12194129,,1.844,0,0,0,0,0,1,15,0,
FAM86B2,chr8,12194133,,1.736,0,0,0,0,0,1,15,0,
FAM86B3P,chr8,8228569,,,0,0,0,0,0,0,71,0,
FAM86C1,,,,1.949,0,0,0,0,0,,,0,
FAM86C2P,chr11,67805336,,,0,0,0,0,0,1,60,0,
FAM86DP,chr3,75435115,,,0,0,0,0,0,1,44,0,
FAM86EP,chr4,3955428,,,0,0,0,0,0,1,49,0,
FAM86FP,chr12,8242946,,,0,0,0,0,0,1,36,0,
FAM86HP,chr3,130111433,,,0,0,0,0,0,1,50,0,
FAM86JP,chr3,125916600,,,0,0,0,0,0,0,45,0,
FAM87A,chr8,383174,,,0,0,0,0,0,0,84,0,
FAM87B,chr1,817370,,,0,0,0,0,0,0,51,0,
FAM89A,chr1,231040254,,1.316,0,0,0,0,0,1,74,0,
FAM89B,chr11,65572537,,1.648,0,0,0,0,0,1,200,0,
FAM8A1,chr6,17600301,,0.687,0,0,0,6,0,1,60,0,
FAM90A1,chr12,8227618,,1.874,0,0,0,0,0,0,35,0,
FAM90A10P,chr8,7769583,,,0,0,0,0,0,0,0,0,
FAM90A25P,chr8,12418032,,,0,0,0,0,0,0,7,0,
FAM90A26,chr4,9173172,,1.894,0,0,0,0,0,0,19,0,
FAM90A27P,chr19,53282289,,,0,0,0,0,0,0,13,0,
FAM90A2P,chr8,12177267,,,0,0,0,0,0,0,15,0,
FAM90A7P,chr8,7574398,,,0,0,0,0,0,0,0,0,
FAM91A1,chr8,123768438,,0.488,0,0,0,0,1,1,82,0,
FAM92A1,,,,1.105,0,0,0,0,0,,,0,
FAM92B,,,,1.43,0,0,0,0,0,,,0,
FAM95A,chr2,94761184,,,0,0,0,0,0,0,1,0,
FAM95B1,chr9,64463598,,,0,0,0,0,0,0,3,0,
FAM95C,chr9,38545372,,,0,0,0,0,0,0,28,0,
FAM96A,,,,1.463,0,0,0,0,0,,,0,
FAM96B,,,,1.603,0,0,0,0,0,,,0,
FAM98A,chr2,33599362,,0.415,0,0,0,6,0,1,81,0,
FAM98B,chr15,38454126,,0.65,0,0,0,5,1,1,47,0,
FAM98C,chr19,38403134,,1.347,0,0,0,2,0,1,130,0,
FAM99A,chr11,1665598,,,0,0,0,0,0,0,99,0,
FAM99B,chr11,1685629,,,0,0,0,0,0,0,117,0,
FAM9A,chrX,8801383,,1.907,0,0,0,0,0,1,27,0,
FAM9B,chrX,9034127,,1.693,0,0,0,0,0,0,17,0,
FAM9C,chrX,13044620,,1.939,0,0,0,0,0,0,115,0,
FAN1,chr15,30903914,,1.117,0,0,0,5,1,1,67,1,
FANCA,chr16,89816647,,1.366,0,0,1,23,2,1,127,2,
FANCB,chrX,14873069,,0.227,0,0,0,16,2,1,54,3,
FANCC,chr9,95317709,,1.043,0,0,1,21,3,1,57,2,
FANCD2,chr3,10026436,,0.886,0,0,2,31,2,1,60,2,
FANCD2OS,chr3,10108255,,1.423,0,0,0,0,0,1,47,0,
FANCE,chr6,35452337,,0.892,0,0,0,19,2,1,160,2,
FANCF,chr11,22625823,,1.525,0,0,1,17,2,1,52,2,
FANCG,chr9,35079942,,1.091,0,0,0,23,2,1,83,2,
FANCI,chr15,89243978,,1.024,0,0,0,24,2,1,59,2,
FANCL,chr2,58241380,,1.614,0,0,0,17,2,1,44,2,
FANCM,chr14,45135929,,0.593,0,0,0,26,2,1,46,4,
FANK1,chr10,125896534,,1.18,0,0,0,0,0,1,76,0,
FANK1-AS1,chr10,125973273,,,0,0,0,0,0,0,64,0,
FAP,chr2,162243445,,1.1,0,0,5,1,0,0,76,0,
FAR1,chr11,13668667,,0.299,0,0,0,1,1,1,61,3,
FAR2,chr12,29149277,,0.434,0,0,0,1,1,1,66,0,
FAR2P1,chr2,130051131,,,0,0,0,0,0,0,0,0,
FAR2P2,chr2,130428546,,,0,0,0,0,0,1,28,0,
FARP1,chr13,98142588,,0.509,0,0,0,0,4,1,81,0,
FARP2,chr2,241356284,,1.183,0,0,0,3,4,0,114,0,
FARS2,chr6,5261006,1,1.152,0,0,0,2,1,1,98,3,
FARSA,chr19,12933711,1,0.526,0,0,0,2,1,1,128,1,
FARSA-AS1,chr19,12930521,,,0,0,0,0,0,0,131,0,
FARSB,chr2,222656092,1,0.558,0,0,0,2,1,1,65,1,
FAS,chr10,88990797,,0.441,0,0,73,17,7,1,104,4,
FAS-AS1,chr10,88992975,,,0,0,0,0,0,0,101,0,
FASLG,chr1,172659007,,0.716,0,0,80,15,10,0,88,3,
FASN,chr17,82098236,,0.155,0,0,51,9,8,1,193,0,
FASTK,chr7,151080883,,0.583,0,0,7,0,1,1,189,0,
FASTKD1,chr2,169573921,,1.371,0,0,0,0,0,0,39,0,
FASTKD2,chr2,206765387,,0.75,0,0,0,6,3,1,42,2,
FASTKD3,chr5,7869037,,1.154,0,0,0,1,0,1,76,0,
FASTKD5,chr20,3159865,,0.919,0,0,0,0,1,1,131,1,
FAT1,chr4,186723856,,0.431,0,0,1,6,0,1,152,0,
FAT2,chr5,151591331,,0.507,0,0,0,0,0,0,102,1,
FAT3,chr11,92224817,,0.253,0,0,0,0,0,1,53,0,
FAT4,chr4,125314954,,0.184,0,0,1,0,0,1,69,4,
FATE1,chrX,151716034,,1.364,0,0,3,1,0,0,29,0,
FAU,chr11,65122134,1,0.476,0,0,0,253,22,1,143,0,
FAXC,chr6,99350056,,0.36,0,0,0,0,0,1,37,0,
FAXDC2,chr5,154850603,,1.225,0,0,0,0,0,0,106,0,
FBF1,chr17,75938232,,0.872,0,0,0,5,1,0,134,0,
FBH1,chr10,5889571,,,0,0,0,2,0,1,106,0,
FBL,chr19,39846379,,0.246,0,0,0,75,2,1,107,0,
FBLIM1,chr1,15756637,,1.254,0,0,1,5,1,0,147,0,
FBLL1,chr5,168529304,,1.359,0,0,0,31,0,1,43,0,
FBLN1,chr22,45502882,,0.338,0,0,6,5,2,1,177,1,
FBLN2,chr3,13549124,,0.52,0,0,2,8,2,1,175,0,
FBLN5,chr14,91947694,,0.172,0,0,4,5,3,1,83,6,
FBLN7,chr2,112138384,,0.958,0,0,0,0,0,1,94,0,
FBN1,chr15,48645709,,0.049,0,0,9,15,9,0,100,17,
FBN2,chr5,128538245,,0.205,0,0,5,6,4,0,75,3,
FBN3,chr19,8149592,,0.743,0,0,0,0,4,1,68,0,
FBP1,chr9,94640263,,0.723,0,0,13,8,2,0,108,2,
FBP2,chr9,94593824,,0.993,0,0,1,7,1,0,79,1,
FBRS,chr16,30658430,,0.159,0,0,0,2,0,1,124,0,
FBRSL1,chr12,132490150,,0.571,0,0,0,0,0,1,197,0,
FBXL12,chr19,9819079,,0.831,0,0,0,2,2,1,104,0,
FBXL13,chr7,103074796,,0.939,0,0,0,3,2,1,48,0,
FBXL14,chr12,1594581,,0.469,0,0,0,2,2,0,147,0,
FBXL15,chr10,102419813,,1.118,0,0,0,2,2,1,152,0,
FBXL16,chr16,705801,,0.311,0,0,1,1,2,1,198,0,
FBXL17,chr5,108382098,,0.149,0,0,0,5,1,0,46,0,
FBXL18,chr7,5513809,,0.88,0,0,0,3,3,1,161,0,
FBXL19,chr16,30922850,,0.1,0,0,0,2,2,1,109,0,
FBXL19-AS1,chr16,30923269,,,0,0,0,0,0,1,110,0,
FBXL2,chr3,33277441,,0.52,0,0,0,5,0,1,26,0,
FBXL20,chr17,39402556,,0.257,0,0,0,2,2,0,53,0,
FBXL21P,chr5,135930296,,,0,0,0,0,0,1,49,0,
FBXL22,chr15,63597386,,1.849,0,0,0,1,2,0,95,0,
FBXL3,chr13,77027159,,0.288,0,0,0,4,4,1,78,1,
FBXL4,chr6,98947946,,0.918,0,0,0,2,2,1,53,1,
FBXL5,chr4,15655412,,0.241,0,0,0,4,4,1,106,0,
FBXL6,chr8,144358472,,1.105,0,0,0,1,0,1,179,0,
FBXL7,chr5,15500179,,0.535,0,0,0,3,3,1,39,0,
FBXL8,chr16,67159956,,1.914,0,0,0,2,2,1,161,0,
FBXO10,chr9,37576380,,0.648,0,0,1,2,2,1,85,0,
FBXO11,chr2,47906498,,0.097,0,0,1,3,2,1,59,1,
FBXO15,chr18,74147834,,0.424,0,0,2,1,2,1,55,0,
FBXO16,chr8,28490318,,1.215,0,0,0,1,0,0,66,0,
FBXO17,chr19,38975742,,1.771,0,0,0,3,2,1,81,0,
FBXO18,,,,0.479,0,0,0,0,0,,,0,
FBXO2,chr1,11654429,,0.997,0,0,0,9,2,1,95,0,
FBXO21,chr12,117190470,,0.314,0,0,0,3,2,1,59,0,
FBXO22,chr15,75903877,,0.296,0,0,0,3,2,1,53,1,
FBXO24,chr7,100586327,,0.627,0,0,0,0,0,1,155,0,
FBXO25,chr8,406957,,0.742,0,0,0,3,0,1,66,0,
FBXO27,chr19,39032549,,1.76,0,0,0,2,2,1,80,0,
FBXO28,chr1,224114110,,0.271,0,0,0,0,0,1,61,2,
FBXO3,chr11,33774520,,0.293,0,0,0,2,0,1,63,0,
FBXO3-DT,chr11,33774698,,,0,0,0,0,0,1,63,0,
FBXO30,chr6,145814795,,0.448,0,0,0,1,2,1,63,0,
FBXO30-DT,chr6,145734868,,,0,0,0,0,0,1,41,0,
FBXO31,chr16,87392121,,0.457,0,0,0,4,2,1,165,1,
FBXO32,chr8,123541206,,0.222,0,0,12,3,3,1,142,0,
FBXO33,chr14,39432500,,0.241,0,0,0,1,0,0,49,0,
FBXO34,chr14,55271420,,0.524,0,0,0,0,0,1,80,0,
FBXO36,chr2,229922502,,1.74,0,0,0,0,0,0,69,0,
FBXO38,chr5,148383934,,0.265,0,0,1,0,0,1,64,1,
