gene_id	symbol	name	conservation_depth	n_ortholog_species	annotation_status	human_go_exp	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
55000	TUG1	taurine up-regulated 1	mammal	141	uncharacterized	0	mouse:Tug1	1	10	taurine upregulated gene 1 | molecular function: cis-regulatory region sequence-specific DNA binding, protein binding | process: mitochondrion organization, spermatogenesis, regulation of gene expression, positive regulation of gene expression	GO:0000987:cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0007005:mitochondrion organization [Process|1sp]; GO:0007283:spermatogenesis [Process|1sp]; GO:0010468:regulation of gene expression [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0031965:nuclear membrane [Component|1sp]; GO:0042461:photoreceptor cell development [Process|1sp]
254048	UBN2	ubinuclein 2	bilaterian	560	sparse	4	fly:yem	1	10	yemanuclein | molecular function: DNA binding | process: gastrulation with mouth forming second, axis elongation, chromatin organization, female meiotic nuclear division	GO:0000776:kinetochore [Component|1sp]; GO:0001702:gastrulation with mouth forming second [Process|1sp]; GO:0001940:male pronucleus [Component|1sp]; GO:0003401:axis elongation [Process|1sp]; GO:0003677:DNA binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0006325:chromatin organization [Process|1sp]; GO:0007143:female meiotic nuclear division [Process|1sp]; GO:0010172:embryonic body morphogenesis [Process|1sp]; GO:0042585:germinal vesicle [Component|1sp]
8876	VNN1	vanin 1	bilaterian	197	sparse	2	mouse:Vnn1	1	10	vanin 1 | molecular function: biotinidase activity | process: acute inflammatory response, chronic inflammatory response, chromatin organization, inflammatory response	GO:0002526:acute inflammatory response [Process|1sp]; GO:0002544:chronic inflammatory response [Process|1sp]; GO:0006325:chromatin organization [Process|1sp]; GO:0006954:inflammatory response [Process|1sp]; GO:0015938:coenzyme A catabolic process [Process|1sp]; GO:0033089:positive regulation of T cell differentiation in thymus [Process|1sp]; GO:0045087:innate immune response [Process|1sp]; GO:0047708:biotinidase activity [Function|1sp]; GO:0098609:cell-cell adhesion [Process|1sp]; GO:1902177:positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [Process|1sp]
7441	VPREB1	V-set pre-B cell surrogate light chain 1	tetrapod	120	sparse	0	mouse:Vpreb1a	1	10	V-set pre-B cell surrogate light chain 1A | molecular function: protein binding, signaling receptor activity | process: cell morphogenesis, immune response, regulation of cell size, hemopoiesis	GO:0000902:cell morphogenesis [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0006955:immune response [Process|1sp]; GO:0008361:regulation of cell size [Process|1sp]; GO:0009897:external side of plasma membrane [Component|1sp]; GO:0030097:hemopoiesis [Process|1sp]; GO:0038023:signaling receptor activity [Function|1sp]; GO:0042100:B cell proliferation [Process|1sp]; GO:0048872:homeostasis of number of cells [Process|1sp]
7479	WNT8B	Wnt family member 8B	bilaterian	860	sparse	2	fly:wntD	1	10	wnt inhibitor of Dorsal | molecular function: frizzled binding | process: ventral furrow formation, primordial germ cell migration, positive regulation of gene expression, negative regulation of gene expression	GO:0005109:frizzled binding [Function|1sp]; GO:0005576:extracellular region [Component|1sp]; GO:0007370:ventral furrow formation [Process|1sp]; GO:0008354:primordial germ cell migration [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0010629:negative regulation of gene expression [Process|1sp]; GO:0035567:non-canonical Wnt signaling pathway [Process|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]; GO:0045995:regulation of embryonic development [Process|1sp]; GO:0050830:defense response to Gram-positive bacterium [Process|1sp]
374887	YJEFN3	YjeF N-terminal domain containing 3	eukaryote	826	sparse	1	zebrafish:yjefn3	1	10	YjeF N-terminal domain containing 3 | molecular function: NAD(P)HX epimerase activity | process: sprouting angiogenesis, regulation of Notch signaling pathway, regulation of cholesterol efflux, negative regulation of angiogenesis	GO:0002040:sprouting angiogenesis [Process|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0008593:regulation of Notch signaling pathway [Process|1sp]; GO:0010874:regulation of cholesterol efflux [Process|1sp]; GO:0016525:negative regulation of angiogenesis [Process|1sp]; GO:0031580:membrane raft distribution [Process|1sp]; GO:0046496:nicotinamide nucleotide metabolic process [Process|1sp]; GO:0052856:NAD(P)HX epimerase activity [Function|1sp]; GO:0071425:hematopoietic stem cell proliferation [Process|1sp]
9202	ZMYM4	zinc finger MYM-type containing 4	bilaterian	615	sparse	1	fly:woc	1	10	without children | molecular function: chromatin binding | process: regulation of DNA-templated transcription, ecdysone biosynthetic process, positive regulation of transcription by RNA polymerase II	GO:0000781:chromosome, telomeric region [Component|1sp]; GO:0000791:euchromatin [Component|1sp]; GO:0000792:heterochromatin [Component|1sp]; GO:0003682:chromatin binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005705:polytene chromosome interband [Component|1sp]; GO:0006355:regulation of DNA-templated transcription [Process|1sp]; GO:0006697:ecdysone biosynthetic process [Process|1sp]; GO:0032991:protein-containing complex [Component|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]
9204	ZMYM6	zinc finger MYM-type containing 6	bilaterian	253	sparse	2	fly:woc	1	10	without children | molecular function: chromatin binding | process: regulation of DNA-templated transcription, ecdysone biosynthetic process, positive regulation of transcription by RNA polymerase II	GO:0000781:chromosome, telomeric region [Component|1sp]; GO:0000791:euchromatin [Component|1sp]; GO:0000792:heterochromatin [Component|1sp]; GO:0003682:chromatin binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005705:polytene chromosome interband [Component|1sp]; GO:0006355:regulation of DNA-templated transcription [Process|1sp]; GO:0006697:ecdysone biosynthetic process [Process|1sp]; GO:0032991:protein-containing complex [Component|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]
284346	ZNF575	zinc finger protein 575	bilaterian	299	sparse	1	fly:Cf2	1	10	Chorion factor 2 | molecular function: DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, sequence-specific DNA binding | process: adult somatic muscle development, dorsal/ventral pattern formation, positive regulation of transcription elongation by RNA polymerase II, positive regulation of transcription by RNA polymerase II	GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific [Function|1sp]; GO:0003700:DNA-binding transcription factor activity [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0007527:adult somatic muscle development [Process|1sp]; GO:0009953:dorsal/ventral pattern formation [Process|1sp]; GO:0032968:positive regulation of transcription elongation by RNA polymerase II [Process|1sp]; GO:0043565:sequence-specific DNA binding [Function|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]; GO:0046843:dorsal appendage formation [Process|1sp]
440590	ZYG11A	zyg-11 family member A, cell cycle regulator	bilaterian	254	sparse	0	worm:zyg-11	1	10	Early embryogenesis protein zyg-11 | molecular function: protein binding, cyclin binding | process: anterior/posterior axis specification, embryo, embryo development ending in birth or egg hatching, anaphase-promoting complex-dependent catabolic process, positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0005515:protein binding [Function|1sp]; GO:0008595:anterior/posterior axis specification, embryo [Process|1sp]; GO:0009792:embryo development ending in birth or egg hatching [Process|1sp]; GO:0030332:cyclin binding [Function|1sp]; GO:0031145:anaphase-promoting complex-dependent catabolic process [Process|1sp]; GO:0031462:Cul2-RING ubiquitin ligase complex [Component|1sp]; GO:0032436:positive regulation of proteasomal ubiquitin-dependent protein catabolic process [Process|1sp]; GO:0051321:meiotic cell cycle [Process|1sp]; GO:0051759:sister chromosome movement towards spindle pole involved in meiotic sister chromatid segregation [Process|1sp]; GO:1902104:positive regulation of metaphase/anaphase transition of meiotic cell cycle [Process|1sp]
10061	ABCF2	ATP binding cassette subfamily F member 2	eukaryote	485	sparse	2	yeast:ARB1	1	9	ATP-binding cassette family ATPase ARB1 | molecular function: protein binding, ATP hydrolysis activity | process: ribosomal small subunit export from nucleus, protein quality control for misfolded or incompletely synthesized proteins, ribosome biogenesis, protein unfolding	GO:0000056:ribosomal small subunit export from nucleus [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0006515:protein quality control for misfolded or incompletely synthesized proteins [Process|1sp]; GO:0016887:ATP hydrolysis activity [Function|1sp]; GO:0042254:ribosome biogenesis [Process|1sp]; GO:0043335:protein unfolding [Process|1sp]
116236	ABHD15	abhydrolase domain containing 15	eukaryote	505	sparse	2	yeast:EEB1	1	9	medium-chain fatty acid ethyl ester synthase/esterase | molecular function: alcohol O-acetyltransferase activity, triacylglycerol lipase activity, short-chain carboxylesterase activity | process: triglyceride metabolic process, lipid catabolic process, medium-chain fatty acid biosynthetic process, medium-chain fatty acid catabolic process	GO:0004026:alcohol O-acetyltransferase activity [Function|1sp]; GO:0004806:triacylglycerol lipase activity [Function|1sp]; GO:0006641:triglyceride metabolic process [Process|1sp]; GO:0016042:lipid catabolic process [Process|1sp]; GO:0034338:short-chain carboxylesterase activity [Function|1sp]; GO:0047372:monoacylglycerol lipase activity [Function|1sp]; GO:0051792:medium-chain fatty acid biosynthetic process [Process|1sp]; GO:0051793:medium-chain fatty acid catabolic process [Process|1sp]; GO:0060612:adipose tissue development [Process|1sp]
23597	ACOT9	acyl-CoA thioesterase 9	bilaterian	759	sparse	1	mouse:Acot9	1	9	acyl-CoA thioesterase 9 | molecular function: acetyl-CoA hydrolase activity, protein binding, fatty acyl-CoA hydrolase activity | process: long-chain fatty acid metabolic process, acyl-CoA metabolic process, short-chain fatty acid metabolic process	GO:0001676:long-chain fatty acid metabolic process [Process|1sp]; GO:0003986:acetyl-CoA hydrolase activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005743:mitochondrial inner membrane [Component|1sp]; GO:0005759:mitochondrial matrix [Component|1sp]; GO:0006637:acyl-CoA metabolic process [Process|1sp]; GO:0046459:short-chain fatty acid metabolic process [Process|1sp]; GO:0047617:fatty acyl-CoA hydrolase activity [Function|1sp]; GO:0052816:long-chain fatty acyl-CoA hydrolase activity [Function|1sp]
11086	ADAM29	ADAM metallopeptidase domain 29	bilaterian	184	sparse	0	mouse:Adam29	1	9	a disintegrin and metallopeptidase domain 29 | process: respiratory system process, gene expression, wound healing, energy homeostasis	GO:0003016:respiratory system process [Process|1sp]; GO:0005765:lysosomal membrane [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0009897:external side of plasma membrane [Component|1sp]; GO:0010008:endosome membrane [Component|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0042060:wound healing [Process|1sp]; GO:0097009:energy homeostasis [Process|1sp]; GO:1990913:sperm head plasma membrane [Component|1sp]
129138	ANKRD54	ankyrin repeat domain 54	bilaterian	853	sparse	1	mouse:Ankrd54	1	9	ankyrin repeat domain 54 | molecular function: protein kinase regulator activity, protein-containing complex binding | process: nucleocytoplasmic transport, positive regulation of erythrocyte differentiation, regulation of protein kinase activity, regulation of intracellular signal transduction	GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0006913:nucleocytoplasmic transport [Process|1sp]; GO:0019887:protein kinase regulator activity [Function|1sp]; GO:0030496:midbody [Component|1sp]; GO:0044877:protein-containing complex binding [Function|1sp]; GO:0045648:positive regulation of erythrocyte differentiation [Process|1sp]; GO:0045859:regulation of protein kinase activity [Process|1sp]; GO:1902531:regulation of intracellular signal transduction [Process|1sp]
203286	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	bilaterian	691	sparse	1	mouse:Anks6	1	9	ankyrin repeat and sterile alpha motif domain containing 6 | molecular function: identical protein binding | process: in utero embryonic development, kidney development, determination of left/right symmetry, heart development	GO:0001701:in utero embryonic development [Process|1sp]; GO:0001822:kidney development [Process|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0007368:determination of left/right symmetry [Process|1sp]; GO:0007507:heart development [Process|1sp]; GO:0042395:ecdysis, collagen and cuticulin-based cuticle [Process|1sp]; GO:0042802:identical protein binding [Function|1sp]; GO:0048793:pronephros development [Process|1sp]; GO:0097543:ciliary inversin compartment [Component|1sp]
57636	ARHGAP23	Rho GTPase activating protein 23	bilaterian	532	sparse	1	worm:pac-1	1	9	GTPase-activating protein pac-1;PH domain-containing protein;Rho-GAP domain-containing protein | molecular function: GTPase activator activity, protein binding | process: Ras protein signal transduction, Rho protein signal transduction, imaginal disc-derived leg morphogenesis, intracellular protein localization	GO:0005096:GTPase activator activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0007265:Ras protein signal transduction [Process|1sp]; GO:0007266:Rho protein signal transduction [Process|1sp]; GO:0007480:imaginal disc-derived leg morphogenesis [Process|1sp]; GO:0008104:intracellular protein localization [Process|1sp]; GO:0010470:regulation of gastrulation [Process|1sp]; GO:0030054:cell junction [Component|1sp]; GO:0070161:anchoring junction [Component|1sp]
