deg_dataset,deg_gene_id,gene_name,cog,func_class,description,organism,refseq,condition,uniprot,gi
DEG1005,DEG10050557,lolD,COG1136V,-,ABC transporter ATP-binding protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45247,16273449
DEG1005,DEG10050558,bioD-B/bioD,COG0132H,-,dithiobiotin synthetase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45248,16273450
DEG1005,DEG10050559,HI1552,COG2830S,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44251,16273452
DEG1005,DEG10050560,bioA,COG0161H,-,adenosylmethionine--8-amino-7-oxononanoate transaminase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44426,16273454
DEG1005,DEG10050561,lolC,COG4591M,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44252,16273455
DEG1005,DEG10050562,HI1556,COG1052CHR,-,glycerate dehydrogenase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45250,16273456
DEG1005,DEG10050563,hemK,COG2890J,-,HemK,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45253,16273459
DEG1005,DEG10050564,prfA,COG0216J,-,peptide chain release factor 1,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43917,16273461
DEG1005,DEG10050565,HI1568,COG5005R,-,G protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45255,16273465
DEG1005,DEG10050566,pykA,COG0469G,-,pyruvate kinase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43924,16273468
DEG1005,DEG10050567,dnaB,COG0305L,-,replicative DNA helicase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45256,16273469
DEG1005,DEG10050568,alr,COG0787M,-,alanine racemase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45257,16273470
DEG1005,DEG10050569,purU,COG0788F,-,formyltetrahydrofolate deformylase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,Q03432,16273482
DEG1005,DEG10050570,lolA,COG2834M,-,outer-membrane lipoprotein carrier protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45263,16273485
DEG1005,DEG10050571,radA,COG1066O,-,DNA repair protein RadA,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45266,30995458
DEG1005,DEG10050572,HI1603,COG1392P,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44271,16273493
DEG1005,DEG10050573,HI1604,COG0306P,-,phosphate permease,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45268,16273494
DEG1005,DEG10050574,HI1605,COG3103T,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44272,16273495
DEG1005,DEG10050575,cca,COG0617J,-,multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45269,16273496
DEG1005,DEG10050576,lolB,COG3017M,-,outer membrane lipoprotein LolB,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45270,16273497
DEG1005,DEG10050577,ispE,COG1947I,-,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45271,16273498
DEG1005,DEG10050578,prsA,COG0462FE,-,ribose-phosphate pyrophosphokinase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44328,16273499
DEG1005,DEG10050579,tyrS,COG0162J,-,tyrosyl-tRNA synthetase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43836,16273500
DEG1005,DEG10050580,norM,COG0534V,-,multidrug efflux protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45272,16273502
DEG1005,DEG10050581,ribE,COG0307H,-,riboflavin synthase subunit alpha,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45273,16273503
DEG1005,DEG10050582,pepN,COG0308E,-,aminopeptidase N,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45274,16273504
DEG1005,DEG10050583,purK,COG0026F,-,phosphoribosylaminoimidazole carboxylase ATPase subunit,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43850,16273506
DEG1005,DEG10050584,aspC,COG1448E,-,aromatic amino acid aminotransferase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44425,16273507
DEG1005,DEG10050585,HI1618,COG1122P,-,ABC transporter ATP-binding protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45275,30995461
DEG1005,DEG10050586,HI1621,COG0310P,-,cobalt transport protein CbiM,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44274,16273510
DEG1005,DEG10050587,HI1626,-,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44278,16273515
DEG1005,DEG10050588,HI1627,COG0251J,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P71394,16273516
DEG1005,DEG10050589,HI1628,COG3105S,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45279,16273517
DEG1005,DEG10050590,HI1629,COG0586S,-,DedA,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45280,30995462
DEG1005,DEG10050591,rplY/rpL25,COG1825J,-,50S ribosomal protein L25,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45281,16273519
DEG1005,DEG10050592,HI1631,-,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44279,16273520
DEG1005,DEG10050593,HI1632,COG0527E,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,Q57525,16273521
DEG1005,DEG10050594,dapD,COG2171E,-,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45284,30995463
DEG1005,DEG10050595,purR,COG1609K,-,purine nucleotide synthesis repressor,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P46456,16273524
DEG1005,DEG10050596,ppc,COG2352C,-,phosphoenolpyruvate carboxylase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43920,16273525
DEG1005,DEG10050597,HI1637,COG3106R,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44280,16273526
DEG1005,DEG10050598,HI1643,COG2855S,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45290,16273532
DEG1005,DEG10050599,truA,COG0101J,-,tRNA pseudouridine synthase A,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45291,16273533
DEG1005,DEG10050600,fbp,COG0158G,-,"fructose-1,6-bisphosphatase",Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45292,16273534
DEG1005,DEG10050601,cmkB/cmk,COG0283F,-,cytidylate kinase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43893,16273655
DEG1005,DEG10050602,HI1651,-,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44282,16273539
DEG1005,DEG10050603,tldD,COG0312R,-,predicted Zn-dependent protease,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,-,30995465
DEG1005,DEG10050604,HI1654,COG0313R,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45298,16273541
DEG1005,DEG10050605,HI1655,COG3107R,-,antigen,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45299,16273542
DEG1005,DEG10050606,HI1658,COG2823R,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45301,16273545
DEG1005,DEG10050607,nrdA,COG0209F,-,ribonucleotide-diphosphate reductase subunit alpha,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43754,30995466
DEG1005,DEG10050608,nrdB,COG0208F,-,ribonucleotide-diphosphate reductase subunit beta,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43755,16273547
DEG1005,DEG10050609,HI1664,COG0084L,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45305,30995468
DEG1005,DEG10050610,sohB,COG0616OU,-,predicted inner membrane peptidase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45315,16273569
DEG1005,DEG10050611,HI1684,COG2878C,-,electron transport complex protein RnfB,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P71396,16273571
DEG1005,DEG10050612,rnfD,COG4658C,-,electron transport complex protein RnfD,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,Q57288,16273573
DEG1005,DEG10050613,HI1688,COG4660C,-,SoxR-reducing system protein RsxE,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,Q57020,16273575
DEG1005,DEG10050614,nth,COG0177L,-,endonuclease III,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44319,16273576
DEG1005,DEG10050615,HI1690,COG0733R,-,sodium-dependent transporter,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45320,16273577
DEG1005,DEG10050616,modC,COG4148P,-,molybdate transporter ATP-binding protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45321,16273578
DEG1005,DEG10050617,HI1695,COG0463M,-,lipopolysaccharide biosynthesis protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,Q48215,30995469
DEG1005,DEG10050618,HI1696,COG1216R,-,lipopolysaccharide biosynthesis protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,Q48214,16273583
DEG1005,DEG10050619,HI1697,COG3306M,-,lipopolysaccharide biosynthesis protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P71398,16273584
DEG1005,DEG10050620,HI1698,COG0438M,-,lipopolysaccharide biosynthesis protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,O05083,16273585
DEG1005,DEG10050621,HI1700,COG2244R,-,lipopolysaccharide biosynthesis protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P71399,30995470
DEG1005,DEG10050622,HI1701,COG1434S,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44292,16273588
DEG1005,DEG10050623,HI1703,COG0795R,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45332,16273590
DEG1005,DEG10050624,HI1704,COG0795R,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45333,16273591
DEG1005,DEG10050625,pepA,COG0260E,-,leucyl aminopeptidase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45334,16273592
DEG1005,DEG10050626,ygiX,COG0745TK,-,transcriptional regulatory protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45337,16273595
DEG1005,DEG10050627,orn,COG1949A,-,oligoribonuclease,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45340,16273602
DEG1005,DEG10050628,HI1718,-,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,-,16273604
DEG1005,DEG10050629,HI1720,COG2963L,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,Q57066,30995472
DEG1005,DEG10050630,HI1721,COG2801L,-,transposase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,O05086,30995473
DEG1005,DEG10050631,map,COG0024J,-,methionine aminopeptidase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44421,16273608
DEG1005,DEG10050632,mrcB/ponB,COG0744M,-,penicillin-binding protein 1B,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P45345,16273611
DEG1005,DEG10050633,purC/hemH,COG0152F,-,phosphoribosylaminoimidazole-succinocarboxamide synthase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43851,30995475
DEG1005,DEG10050634,HI1728,COG1914P,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,O05087,16273614
DEG1005,DEG10050635,HI1731,COG2049E,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44299,16273616
DEG1005,DEG10050636,rnb,COG4776K,-,exoribonuclease II,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44440,16273617
DEG1005,DEG10050637,fabI,COG0623I,-,enoyl reductase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44432,30995476
DEG1005,DEG10050638,prfC,COG4108J,-,peptide chain release factor 3,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43928,16273619
DEG1005,DEG10050639,HI1737,COG1687E,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44301,16273621
DEG1005,DEG10050640,HI1738,COG1296E,-,hypothetical protein,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44302,16273622
DEG1005,DEG10050641,rpoZ,COG1758K,-,DNA-directed RNA polymerase subunit omega,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P43740,16273628
DEG1005,DEG10050642,gmk,COG0194F,-,guanylate kinase,Haemophilus influenzae Rd KW20,NC_000907,Rich medium,P44310,16273629
DEG1006,DEG10060001,dnaN,COG0592L,DNA metabolism,"DNA polymerase III, beta subunit",Mycoplasma genitalium G37,NC_000908,Rich medium,P47247,108885075
DEG1006,DEG10060002,gyrB,COG0187L,DNA metabolism,"DNA gyrase, B subunit",Mycoplasma genitalium G37,NC_000908,Rich medium,P47249,12044853
DEG1006,DEG10060003,gyrA,COG0188L,DNA metabolism,"DNA gyrase, A subunit",Mycoplasma genitalium G37,NC_000908,Rich medium,P47250,12044854
DEG1006,DEG10060004,serS,COG0172J,Protein synthesis,seryl-tRNA synthetase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47251,12044855
DEG1006,DEG10060005,tmk,COG0125F,"Purines, pyrimidines, nucleosides, and nucleotides",thymidylate kinase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47252,12044856
DEG1006,DEG10060006,MG_007,COG0470L,DNA metabolism,"DNA polymerase III delta prime subunit, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47253,12044857
DEG1006,DEG10060007,trmE,COG0486R,Protein synthesis,tRNA modification GTPase TrmE,Mycoplasma genitalium G37,NC_000908,Rich medium,P47254,12044858
DEG1006,DEG10060008,folD,COG0190H,Central intermediary metabolism,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47259,108885077
DEG1006,DEG10060009,MG_014,COG1132V,Transport and binding proteins,"ABC transporter, ATP-binding/permease protein",Mycoplasma genitalium G37,NC_000908,Rich medium,P47260,12044864
DEG1006,DEG10060010,MG_015,COG1132V,Transport and binding proteins,"ABC transporter, ATP-binding/permease protein",Mycoplasma genitalium G37,NC_000908,Rich medium,P47261,12044865
DEG1006,DEG10060011,dnaJ,COG0484O,Protein fate,chaperone protein DnaJ,Mycoplasma genitalium G37,NC_000908,Rich medium,P47265,12044869
DEG1006,DEG10060012,pip,COG0596R,Protein fate,proline iminopeptidase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47266,12044870
DEG1006,DEG10060013,metG/metS,COG0143J,Protein synthesis,methionyl-tRNA synthetase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47267,12044871
DEG1006,DEG10060014,rpoE,COG3343K,Transcription,"DNA-directed RNA polymerase, delta subunit",Mycoplasma genitalium G37,NC_000908,Rich medium,P47268,12044872
DEG1006,DEG10060015,fba,COG0191G,Energy metabolism,"fructose-1,6-bisphosphate aldolase, class II",Mycoplasma genitalium G37,NC_000908,Rich medium,P47269,12044873
DEG1006,DEG10060016,MG_025,COG0463M,Cell envelope,"glycosyl transferase, group 2 family protein",Mycoplasma genitalium G37,NC_000908,Rich medium,P47271,12044875
DEG1006,DEG10060017,efp,COG0231J,Protein synthesis,translation elongation factor P,Mycoplasma genitalium G37,NC_000908,Rich medium,P47272,12044876
DEG1006,DEG10060018,nusB,COG0781K,Transcription,transcription termination/antitermination protein NusB,Mycoplasma genitalium G37,NC_000908,Rich medium,P47273,12044877
DEG1006,DEG10060019,MG_028,-,Hypothetical proteins,conserved hypothetical protein,Mycoplasma genitalium G37,NC_000908,Rich medium,P47274,12044878
DEG1006,DEG10060020,MG_029,COG0693R,Unknown function,DJ-1/PfpI family protein,Mycoplasma genitalium G37,NC_000908,Rich medium,P47275,12044879
DEG1006,DEG10060021,upp,COG0035F,"Purines, pyrimidines, nucleosides, and nucleotides",uracil phosphoribosyltransferase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47276,12044880
DEG1006,DEG10060022,polC/polC-1,COG2176L,DNA metabolism,"DNA polymerase III, alpha subunit, Gram-positive type",Mycoplasma genitalium G37,NC_000908,Rich medium,P47277,12044881
DEG1006,DEG10060023,tdk,COG1435F,"Purines, pyrimidines, nucleosides, and nucleotides",thymidine kinase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47280,12044884
DEG1006,DEG10060024,hisS,COG0124J,Protein synthesis,histidyl-tRNA synthetase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47281,12044885
DEG1006,DEG10060025,aspS,COG0173J,Protein synthesis,aspartyl-tRNA synthetase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47282,12044886
DEG1006,DEG10060026,MG_037,COG1488H,"Biosynthesis of cofactors, prosthetic groups, and carriers",nicotinate phosphoribosyltransferase (NAPRTase) family,Mycoplasma genitalium G37,NC_000908,Rich medium,P47283,12044887
DEG1006,DEG10060027,glpK,COG0554C,Energy metabolism,glycerol kinase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47284,12044888
DEG1006,DEG10060028,ptsH,COG1925G,Transport and binding proteins,phosphocarrier protein HPr,Mycoplasma genitalium G37,NC_000908,Rich medium,P47287,12044891
DEG1006,DEG10060029,potA,COG3842E,Transport and binding proteins,"spermidine/putrescine ABC transporter, ATP-binding protein, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47288,12044892
DEG1006,DEG10060030,potB,COG1176E,Transport and binding proteins,"spermidine/putrescine ABC transporter, permease protein, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47289,12044893
DEG1006,DEG10060031,potC,COG1177E,Transport and binding proteins,"spermidine/putrescine ABC transporter, permease protein, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47290,12044894
DEG1006,DEG10060032,MG_045,COG0687E,Transport and binding proteins,"ABC transporter, spermidine/putrescine binding protein, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47291,12044895
DEG1006,DEG10060033,MG_046,COG0533O,Protein fate,"metalloendopeptidase, putative, glycoprotease family",Mycoplasma genitalium G37,NC_000908,Rich medium,P47292,12044896
DEG1006,DEG10060034,metK/metX,COG0192H,Central intermediary metabolism,S-adenosylmethionine synthetase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47293,12044897
DEG1006,DEG10060035,ffh,COG0541U,Protein fate,signal recognition particle protein,Mycoplasma genitalium G37,NC_000908,Rich medium,P47294,12044898
DEG1006,DEG10060036,deoD,COG0813F,"Purines, pyrimidines, nucleosides, and nucleotides",purine nucleoside phosphorylase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47295,108885079
DEG1006,DEG10060037,deoC,COG0274F,Energy metabolism,deoxyribose-phosphate aldolase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47296,12044900
DEG1006,DEG10060038,cdd,COG0295F,"Purines, pyrimidines, nucleosides, and nucleotides",cytidine deaminase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47298,12044902
DEG1006,DEG10060039,manB,COG1109G,Energy metabolism,"phosphoglucomutase/phosphomannomutase, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47299,12044903
DEG1006,DEG10060040,MG_054,COG0250K,Transcription,"transcription antitermination protein NusG, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47300,12044904
DEG1006,DEG10060041,secE,COG0690U,Protein fate,"preprotein translocase, SecE subunit",Mycoplasma genitalium G37,NC_000908,Rich medium,P47301,12044905
DEG1006,DEG10060042,rpmG-2/rpmG,COG0267J,Protein synthesis,ribosomal protein L33 type 2,Mycoplasma genitalium G37,NC_000908,Rich medium,Q9ZB82,12044906
DEG1006,DEG10060043,MG055.2/MG_474,-,Hypothetical proteins,conserved hypothetical protein,Mycoplasma genitalium G37,NC_000908,Rich medium,Q9ZB81,12044907
DEG1006,DEG10060044,MG_057,COG1658L,Unknown function,small primase-like protein,Mycoplasma genitalium G37,NC_000908,Rich medium,P47303,12044909
DEG1006,DEG10060045,prs,COG0462FE,"Purines, pyrimidines, nucleosides, and nucleotides",ribose-phosphate pyrophosphokinase,Mycoplasma genitalium G37,NC_000908,Rich medium,P47304,108885080
DEG1006,DEG10060046,smpB,COG0691O,Protein synthesis,SsrA-binding protein,Mycoplasma genitalium G37,NC_000908,Rich medium,P47305,12044911
DEG1006,DEG10060047,MG_060,COG0463M,Cell envelope,"glycosyl transferase, group 2 family protein",Mycoplasma genitalium G37,NC_000908,Rich medium,P47306,12044912
DEG1006,DEG10060048,MG_064,-,Transport and binding proteins,"ABC transporter, permease protein, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47310,12044916
DEG1006,DEG10060049,MG_065,COG1136V,Transport and binding proteins,"ABC transporter, ATP-binding protein",Mycoplasma genitalium G37,NC_000908,Rich medium,P47311,12044917
DEG1006,DEG10060050,MG_068,-,Cell envelope,"lipoprotein, putative",Mycoplasma genitalium G37,NC_000908,Rich medium,P47314,12044920
DEG1006,DEG10060051,ptsG,COG2190G,Transport and binding proteins,"PTS system, glucose-specific IIABC component",Mycoplasma genitalium G37,NC_000908,Rich medium,P47315,12044921
DEG1006,DEG10060052,rpsB,COG0052J,Protein synthesis,ribosomal protein S2,Mycoplasma genitalium G37,NC_000908,Rich medium,P47316,12044922
DEG1006,DEG10060053,MG_071,COG0474P,Transport and binding proteins,"ATPase, P-type (transporting), HAD superfamily, subfamily IC",Mycoplasma genitalium G37,NC_000908,Rich medium,P47317,12044923
DEG1006,DEG10060054,secA,COG0653U,Protein fate,"preprotein translocase, SecA subunit",Mycoplasma genitalium G37,NC_000908,Rich medium,P47318,12044924
